brand,model,year,price,dummy
Уаз,Автобус (2206),2021,840 000 ₽,1
Renault,Logan Stepway,2021,813 000 ₽,1
Peugeot,Partner,2021,1 139 000 ₽,1
Suzuki,Vitara,2021,1 605 990 ₽,1
Kia,Rio X,2021,1 330 900 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Lada,XRAY Cross,2021,733 900 ₽,1
Lada,Vesta SW,2021,857 900 ₽,1
Kia,Ceed SW,2021,1 809 900 ₽,1
Suzuki,SX4,2021,1 809 990 ₽,1
Suzuki,SX4,2021,1 609 990 ₽,1
Renault,Kaptur,2021,1 566 000 ₽,1
Lada,XRAY Cross,2021,733 900 ₽,1
Уаз,Патриот New,2021,1 119 900 ₽,1
Renault,Logan Stepway,2021,813 000 ₽,1
Renault,Logan Stepway,2021,813 000 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Kia,Rio X,2021,1 135 900 ₽,1
Renault,Kaptur,2021,1 543 000 ₽,1
Suzuki,Vitara,2021,1 529 990 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Kia,Ceed SW,2021,1 809 900 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Renault,Logan Stepway,2021,813 000 ₽,1
Renault,Logan Stepway,2021,843 000 ₽,1
Hyundai,Santa Fe,2021,3 052 000 ₽,1
Уаз,Патриот New,2021,1 119 900 ₽,1
Kia,Sportage,2021,1 827 900 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Уаз,Остекленный фургон (3741),2021,785 000 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Renault,Arkana,2021,1 443 000 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Lada,Granta лифтбек,2021,550 500 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Renault,Logan Stepway,2021,813 000 ₽,1
Renault,Sandero Stepway,2021,843 000 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Suzuki,Vitara,2021,1 339 990 ₽,1
Chery,Tiggo 4,2021,1 069 900 ₽,1
Kia,Seltos,2021,1 501 900 ₽,1
Citroen,Jumper фургон,2021,2 358 900 ₽,1
Lada,Vesta SW,2021,909 900 ₽,1
Chery,Tiggo 4,2021,1 349 900 ₽,1
Lada,Vesta Sport,2021,1 132 900 ₽,1
Jeep,Grand Cherokee,2021,4 495 000 ₽,1
Hyundai,Creta,2021,1 277 000 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Lada,Niva,2020,707 000 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Hyundai,Solaris NEW,2021,1 044 000 ₽,1
Mitsubishi,Eclipse Cross NEW,2021,2 213 000 ₽,1
Renault,Kaptur,2021,1 550 000 ₽,1
Chery,Tiggo 8 Pro,2021,2 099 900 ₽,1
Suzuki,SX4,2021,1 569 990 ₽,1
Renault,Logan Stepway,2021,813 000 ₽,1
Kia,Seltos,2021,1 501 900 ₽,1
Renault,Kaptur,2021,1 360 000 ₽,1
Renault,Kaptur,2021,1 513 000 ₽,1
Suzuki,Vitara,2021,1 509 000 ₽,1
Suzuki,Jimny,2021,1 769 990 ₽,1
Kia,Cerato,2021,1 590 900 ₽,1
Lada,Granta,2021,599 800 ₽,1
Mitsubishi,Eclipse Cross NEW,2021,2 213 000 ₽,1
Hyundai,Palisade,2021,3 934 000 ₽,1
Citroen,Jumper фургон,2021,2 301 900 ₽,1
Kia,Cerato,2021,1 460 900 ₽,1
Lada,Niva,2020,707 000 ₽,1
Hyundai,Solaris NEW,2021,916 000 ₽,1
Kia,Rio X,2021,1 190 900 ₽,1
Kia,Cerato,2021,1 427 900 ₽,1
Lada,XRAY Cross,2021,733 900 ₽,1
Kia,Seltos,2021,1 621 900 ₽,1
Lada,Niva,2020,707 000 ₽,1
Hyundai,Santa Fe,2021,2 802 000 ₽,1
Kia,Seltos,2021,1 661 900 ₽,1
Kia,Soul,2021,1 409 900 ₽,1
Mitsubishi,Outlander,2021,1 940 000 ₽,1
Citroen,C5 Aircross,2021,2 628 000 ₽,1
Kia,Seltos,2021,1 673 900 ₽,1
Citroen,C5 Aircross,2021,2 934 000 ₽,1
Hyundai,Santa Fe,2021,2 892 000 ₽,1
Kia,Seltos,2021,1 581 900 ₽,1
Mitsubishi,Outlander,2021,1 830 000 ₽,1
Hyundai,Tucson NEW,2021,2 397 000 ₽,1
Renault,Duster NEW,2021,1 385 000 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Уаз,Пикап New,2021,981 000 ₽,1
Mitsubishi,Eclipse Cross NEW,2021,2 213 000 ₽,1
Lada,Niva,2020,707 000 ₽,1
Peugeot,Traveller,2021,2 369 900 ₽,1
Renault,Arkana,2021,1 443 000 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Kia,K5,2021,1 752 900 ₽,1
Kia,Ceed SW,2021,1 524 900 ₽,1
Lada,Niva Travel,2021,867 900 ₽,1
Lada,Niva Legend Urban 3-дв.,2021,648 900 ₽,1
Suzuki,SX4,2021,1 459 990 ₽,1
Suzuki,Jimny,2021,1 709 990 ₽,1
Renault,Arkana,2021,1 725 000 ₽,1
Lada,Vesta,2021,790 900 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Renault,Logan Stepway,2021,843 000 ₽,1
Citroen,Jumpy,2021,1 699 900 ₽,1
Lada,Granta,2021,667 800 ₽,1
Lada,Largus Cross NEW,2021,847 900 ₽,1
Kia,Rio X,2021,1 060 900 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Уаз,Патриот New,2021,1 119 900 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Kia,Cerato,2021,1 460 900 ₽,1
Уаз,Патриот New,2021,1 304 900 ₽,1
Hyundai,Creta,2021,1 302 000 ₽,1
Уаз,Патриот New,2021,1 119 900 ₽,1
Hyundai,Solaris NEW,2021,956 000 ₽,1
Hyundai,Santa Fe,2021,3 052 000 ₽,1
Kia,Seltos,2021,1 661 900 ₽,1
Hyundai,Creta,2021,1 302 000 ₽,1
Hyundai,Creta,2021,1 267 000 ₽,1
Renault,Sandero Stepway,2021,903 000 ₽,1
Renault,Kaptur,2021,1 387 000 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Chery,Tiggo 4,2021,1 069 900 ₽,1
Kia,K5,2021,2 132 900 ₽,1
Kia,Rio X,2021,1 100 900 ₽,1
Lada,Granta,2021,482 500 ₽,1
Уаз,Автобус (2206),2021,880 900 ₽,1
Kia,K5,2021,1 942 900 ₽,1
Renault,Logan Stepway,2021,843 000 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Kia,Sportage,2021,2 442 900 ₽,1
Kia,Sportage,2021,1 827 900 ₽,1
Hyundai,Tucson NEW,2021,2 147 000 ₽,1
Kia,Carnival,2021,3 539 900 ₽,1
Kia,K5,2021,1 752 900 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Lada,Niva,2020,707 000 ₽,1
Hyundai,Santa Fe,2021,3 052 000 ₽,1
Уаз,Патриот New,2021,1 105 900 ₽,1
Уаз,Патриот New,2021,1 079 000 ₽,1
Kia,Soul,2021,1 574 900 ₽,1
Renault,Sandero Stepway,2021,852 000 ₽,1
Hyundai,Santa Fe,2021,3 052 000 ₽,1
Hyundai,Sonata,2021,1 629 000 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Lada,Niva,2020,707 000 ₽,1
Lada,Niva,2020,707 000 ₽,1
Hyundai,Solaris NEW,2021,871 000 ₽,1
Peugeot,Boxer,2021,2 313 800 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Kia,Seltos,2021,1 673 900 ₽,1
Hyundai,Santa Fe,2021,2 682 000 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Kia,K5,2021,1 752 900 ₽,1
Уаз,Патриот New,2021,1 119 900 ₽,1
Lada,Granta,2021,667 800 ₽,1
Hyundai,Solaris NEW,2021,1 124 000 ₽,1
Kia,Seltos,2021,1 581 900 ₽,1
Hyundai,Solaris NEW,2021,1 001 000 ₽,1
Lada,Granta лифтбек,2021,650 800 ₽,1
Chery,Tiggo 4,2021,1 069 900 ₽,1
Kia,Rio X,2021,1 234 900 ₽,1
Peugeot,Boxer,2021,2 358 900 ₽,1
Citroen,Jumpy,2021,1 706 900 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Kia,K5,2021,1 752 900 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Hyundai,Santa Fe,2021,2 892 000 ₽,1
Kia,Sorento NEW,2021,2 842 900 ₽,1
Hyundai,Santa Fe,2021,2 802 000 ₽,1
Kia,Ceed SW,2021,1 669 900 ₽,1
Chery,Tiggo 7 Pro,2021,1 519 900 ₽,1
Jeep,Grand Cherokee,2021,4 450 000 ₽,1
Kia,Rio NEW,2021,994 900 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Lada,Niva,2020,707 000 ₽,1
Lada,Vesta SW,2021,845 900 ₽,1
Kia,Rio X,2021,1 135 900 ₽,1
Renault,Arkana,2021,1 790 000 ₽,1
Renault,Arkana,2021,1 594 000 ₽,1
Lada,Niva,2020,707 000 ₽,1
Kia,Ceed SW,2021,1 524 900 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Hyundai,Creta,2021,1 267 000 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Jeep,Wrangler Unlimited,2021,5 910 000 ₽,1
Lada,Largus фургон NEW,2021,813 900 ₽,1
Suzuki,Vitara,2021,1 745 990 ₽,1
Lada,Granta,2021,482 500 ₽,1
Citroen,Jumper фургон,2021,2 291 900 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Lada,Largus универсал NEW,2021,731 900 ₽,1
Hyundai,Santa Fe,2021,2 892 000 ₽,1
Hyundai,Santa Fe,2021,2 784 000 ₽,1
Suzuki,SX4,2021,1 459 990 ₽,1
Lada,Vesta SW,2021,857 900 ₽,1
Kia,Seltos,2021,1 593 900 ₽,1
Kia,Rio X,2021,1 054 900 ₽,1
Citroen,Jumper фургон,2021,2 291 900 ₽,1
Kia,Seltos,2021,1 621 900 ₽,1
Chery,Tiggo 8 Pro,2021,2 099 900 ₽,1
Hyundai,Sonata,2021,1 857 000 ₽,1
Hyundai,Tucson NEW,2021,1 982 000 ₽,1
Lada,Vesta,2021,968 900 ₽,1
Renault,Duster NEW,2021,1 335 000 ₽,1
Kia,Rio NEW,2021,1 264 900 ₽,1
Suzuki,Vitara,2021,1 219 000 ₽,1
Kia,Mohave,2021,3 809 900 ₽,1
Lada,Niva,2020,707 000 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Lada,Granta Drive Active,2021,646 900 ₽,1
Chery,Tiggo 4,2021,1 069 900 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Renault,Kaptur,2021,1 497 000 ₽,1
Renault,Kaptur,2021,1 577 000 ₽,1
Kia,Seltos,2021,1 661 900 ₽,1
Hyundai,Creta,2021,1 452 000 ₽,1
Hyundai,Sonata,2021,1 609 000 ₽,1
Kia,Rio NEW,2021,1 009 900 ₽,1
Уаз,Комби (3909),2021,820 900 ₽,1
Kia,Ceed SW,2021,1 584 900 ₽,1
Kia,Seltos,2021,1 621 900 ₽,1
Lada,Niva,2020,707 000 ₽,1
Уаз,Патриот New,2021,1 359 900 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Chery,Tiggo 7 Pro,2021,1 519 900 ₽,1
Mitsubishi,Eclipse Cross NEW,2021,2 213 000 ₽,1
Уаз,Остекленный фургон (3741),2021,785 000 ₽,1
Kia,Cerato,2021,1 650 900 ₽,1
Lada,Vesta,2021,710 900 ₽,1
Lada,Vesta,2021,755 900 ₽,1
Renault,Arkana,2021,1 423 000 ₽,1
Kia,K5,2021,2 042 900 ₽,1
Kia,Seltos,2021,1 581 900 ₽,1
Lada,XRAY Cross,2021,733 900 ₽,1
Kia,Mohave,2021,3 809 900 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Hyundai,Santa Fe,2021,3 052 000 ₽,1
Hyundai,Solaris NEW,2021,1 134 000 ₽,1
Hyundai,Solaris NEW,2021,1 081 000 ₽,1
Lada,Vesta,2021,790 900 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Hyundai,Santa Fe,2021,2 802 000 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Lada,Largus фургон NEW,2021,803 900 ₽,1
Lada,Vesta SW,2021,757 900 ₽,1
Renault,Arkana,2021,1 443 000 ₽,1
Renault,Arkana,2021,1 448 000 ₽,1
Lada,Vesta,2021,790 900 ₽,1
Уаз,Патриот New,2021,964 000 ₽,1
Kia,Rio X,2021,1 324 900 ₽,1
Hyundai,Solaris NEW,2021,1 081 000 ₽,1
Renault,Arkana,2021,1 622 000 ₽,1
Kia,K5,2021,1 942 900 ₽,1
Renault,Duster NEW,2021,1 425 000 ₽,1
Citroen,Jumper фургон,2021,2 309 400 ₽,1
Уаз,Комби (3909),2021,823 900 ₽,1
Уаз,Патриот New,2021,1 375 900 ₽,1
Hyundai,Sonata,2021,1 609 000 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Hyundai,Santa Fe,2021,3 052 000 ₽,1
Hyundai,Tucson NEW,2021,2 282 000 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Peugeot,Expert,2021,1 706 900 ₽,1
Chery,Tiggo 8 Pro,2021,2 099 900 ₽,1
Lada,Granta лифтбек,2021,646 900 ₽,1
Lada,Granta Cross,2021,631 900 ₽,1
Citroen,Jumper фургон,2021,2 353 800 ₽,1
Renault,Arkana,2021,1 427 000 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Lada,Vesta,2021,690 900 ₽,1
Уаз,Патриот New,2021,1 184 000 ₽,1
Suzuki,SX4,2021,1 609 990 ₽,1
Kia,Seltos,2021,1 501 900 ₽,1
Renault,Arkana,2021,1 432 000 ₽,1
Kia,Sportage,2021,2 332 900 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Kia,Seltos,2021,1 621 900 ₽,1
Citroen,C4,2021,1 369 000 ₽,1
Hyundai,Tucson NEW,2021,2 477 000 ₽,1
Kia,Ceed SW,2021,1 809 900 ₽,1
Hyundai,Solaris NEW,2021,916 000 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Suzuki,Vitara,2021,1 605 990 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Kia,Seltos,2021,1 673 900 ₽,1
Peugeot,Traveller,2021,2 419 900 ₽,1
Kia,K5,2021,1 852 900 ₽,1
Kia,Rio NEW,2021,1 264 900 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Jeep,Wrangler Unlimited,2021,4 750 000 ₽,1
Lada,Niva Legend 5-дв.,2021,662 900 ₽,1
Hyundai,Sonata,2021,1 757 000 ₽,1
Renault,Duster NEW,2021,1 415 000 ₽,1
Renault,Arkana,2021,1 443 000 ₽,1
Hyundai,Solaris NEW,2021,1 124 000 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Peugeot,2008,2021,2 204 000 ₽,1
Kia,Ceed SW,2021,1 809 900 ₽,1
Jeep,Grand Cherokee,2021,4 915 000 ₽,1
Hyundai,Tucson NEW,2021,1 982 000 ₽,1
Hyundai,Creta,2021,1 312 000 ₽,1
Mitsubishi,Outlander,2021,1 706 500 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Kia,Rio X,2021,1 135 900 ₽,1
Lada,Vesta,2021,721 900 ₽,1
Renault,Arkana,2021,1 427 000 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Suzuki,SX4,2021,1 359 990 ₽,1
Lada,Granta,2021,482 500 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Hyundai,Solaris NEW,2021,921 000 ₽,1
Kia,Rio X,2021,1 094 900 ₽,1
Lada,Granta лифтбек,2021,621 900 ₽,1
Уаз,Комби (3909),2021,780 000 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Hyundai,Sonata,2021,1 757 000 ₽,1
Renault,Kaptur,2021,1 486 000 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Kia,Ceed SW,2021,1 809 900 ₽,1
Lada,Vesta,2021,790 900 ₽,1
Lada,Vesta SW,2021,845 900 ₽,1
Kia,Cerato,2021,1 650 900 ₽,1
Kia,Sportage,2021,1 827 900 ₽,1
Lada,Granta лифтбек,2021,572 900 ₽,1
Renault,Arkana,2021,1 710 000 ₽,1
Kia,Ceed SW,2021,1 669 900 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Kia,Sportage,2021,2 072 900 ₽,1
Lada,Granta,2021,608 800 ₽,1
Chery,Tiggo 8 Pro,2021,2 099 900 ₽,1
Lada,Niva Legend 5-дв.,2021,662 900 ₽,1
Kia,Soul,2021,1 434 900 ₽,1
Hyundai,Palisade,2021,3 654 000 ₽,1
Hyundai,Tucson NEW,2021,2 497 000 ₽,1
Уаз,Патриот New,2021,1 359 900 ₽,1
Kia,Seltos,2021,1 661 900 ₽,1
Peugeot,Partner,2021,1 139 000 ₽,1
Suzuki,Vitara,2021,1 529 990 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Уаз,Патриот New,2021,1 119 900 ₽,1
Hyundai,Solaris NEW,2021,1 081 000 ₽,1
Lada,Largus фургон NEW,2021,825 900 ₽,1
Mitsubishi,Eclipse Cross NEW,2021,2 213 000 ₽,1
Lada,XRAY Cross,2021,745 900 ₽,1
Kia,Rio NEW,2021,1 180 900 ₽,1
Suzuki,SX4,2021,1 459 990 ₽,1
Citroen,C4,2021,1 496 000 ₽,1
Lada,Vesta,2021,698 900 ₽,1
Kia,Seltos,2021,1 661 900 ₽,1
Kia,Seltos,2021,1 673 900 ₽,1
Mitsubishi,Eclipse Cross NEW,2021,2 213 000 ₽,1
Lada,Vesta,2021,660 900 ₽,1
Peugeot,Boxer,2021,2 301 900 ₽,1
Hyundai,Solaris NEW,2021,921 000 ₽,1
Lada,Vesta SW,2021,857 900 ₽,1
Kia,Rio X,2021,1 129 900 ₽,1
Lada,Granta,2021,639 800 ₽,1
Lada,Niva Travel,2021,839 900 ₽,1
Hyundai,Solaris NEW,2021,1 124 000 ₽,1
Уаз,Санитарный автомобиль для медслужб (39629),2021,805 000 ₽,1
Lada,Niva Travel,2021,848 900 ₽,1
Peugeot,Expert,2021,1 986 900 ₽,1
Lada,Vesta SW,2021,899 900 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Lada,Vesta SW,2021,757 900 ₽,1
Lada,Granta,2021,482 500 ₽,1
Renault,Duster NEW,2021,1 345 000 ₽,1
Kia,Sportage,2021,2 442 900 ₽,1
Lada,Vesta SW,2021,745 900 ₽,1
Lada,Granta,2021,639 800 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Kia,Rio X,2021,1 135 900 ₽,1
Hyundai,Creta,2021,1 342 000 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Peugeot,Expert,2021,1 706 900 ₽,1
Kia,Rio X,2021,1 100 900 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Hyundai,Tucson NEW,2021,2 459 000 ₽,1
Hyundai,Creta,2021,1 312 000 ₽,1
Peugeot,Expert H2,2021,2 091 900 ₽,1
Peugeot,Traveller,2021,2 479 900 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Kia,Rio X,2021,1 094 900 ₽,1
Hyundai,Creta,2021,1 452 000 ₽,1
Kia,Rio X,2021,1 100 900 ₽,1
Kia,K900,2021,5 144 900 ₽,1
Hyundai,Sonata,2021,1 609 000 ₽,1
Уаз,Патриот New,2021,1 304 900 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Kia,Ceed SW,2021,1 669 900 ₽,1
Lada,Vesta,2021,690 900 ₽,1
Lada,Vesta,2021,790 900 ₽,1
Kia,Rio X,2021,1 100 900 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Kia,Seltos,2021,1 581 900 ₽,1
Suzuki,SX4,2021,1 359 990 ₽,1
Lada,Vesta,2021,778 900 ₽,1
Peugeot,2008,2021,2 129 000 ₽,1
Jeep,Wrangler Unlimited,2021,5 493 000 ₽,1
Уаз,Пикап New,2021,1 293 000 ₽,1
Kia,Cerato,2021,1 400 900 ₽,1
Kia,Seltos,2021,1 661 900 ₽,1
Peugeot,Boxer Изотермический шасси,2021,2 728 700 ₽,1
Kia,Seltos,2021,1 581 900 ₽,1
Suzuki,Vitara,2021,1 339 990 ₽,1
Hyundai,Sonata,2021,1 629 000 ₽,1
Hyundai,Sonata,2021,1 757 000 ₽,1
Kia,Seltos,2021,1 501 900 ₽,1
Уаз,Патриот New,2021,1 224 900 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Kia,Rio X,2021,1 094 900 ₽,1
Lada,Vesta SW,2021,757 900 ₽,1
Citroen,SpaceTourer,2021,3 159 900 ₽,1
Suzuki,Vitara,2021,1 605 990 ₽,1
Уаз,Патриот New,2021,1 290 900 ₽,1
Renault,Kaptur,2021,1 577 000 ₽,1
Suzuki,Vitara,2021,1 545 990 ₽,1
Kia,Seltos,2021,1 673 900 ₽,1
Hyundai,Sonata,2021,1 739 000 ₽,1
Hyundai,Tucson NEW,2021,2 282 000 ₽,1
Renault,Arkana,2021,1 443 000 ₽,1
Kia,Seltos,2021,1 673 900 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Hyundai,Solaris NEW,2021,1 124 000 ₽,1
Kia,Seltos,2021,1 581 900 ₽,1
Chery,Tiggo 4,2021,1 349 900 ₽,1
Kia,K900,2021,5 144 900 ₽,1
Suzuki,Vitara,2021,1 339 990 ₽,1
Lada,Granta,2021,491 500 ₽,1
Lada,Niva Legend 5-дв.,2021,662 900 ₽,1
Hyundai,Tucson NEW,2021,2 264 000 ₽,1
Renault,Arkana,2021,1 427 000 ₽,1
Citroen,Jumper фургон,2021,2 368 900 ₽,1
Kia,Ceed SW,2021,1 669 900 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Chery,Tiggo 8 Pro,2021,2 099 900 ₽,1
Lada,Niva Legend 5-дв.,2021,662 900 ₽,1
Lada,Vesta,2021,790 900 ₽,1
Kia,Rio X,2021,1 324 900 ₽,1
Suzuki,Vitara,2021,1 489 990 ₽,1
Kia,Sportage,2021,1 867 900 ₽,1
Kia,Sportage,2021,1 827 900 ₽,1
Suzuki,Vitara,2021,1 605 990 ₽,1
Lada,Granta,2021,539 500 ₽,1
Renault,Kaptur,2021,1 593 000 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Lada,Largus фургон NEW,2021,813 900 ₽,1
Hyundai,Solaris NEW,2021,921 000 ₽,1
Chery,Tiggo 7 Pro,2021,1 519 900 ₽,1
Lada,Granta лифтбек,2021,628 800 ₽,1
Kia,K5,2021,2 484 900 ₽,1
Hyundai,Palisade,2021,3 654 000 ₽,1
Lada,Granta,2021,552 900 ₽,1
Peugeot,Boxer,2021,2 296 800 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Peugeot,Boxer Изотермический шасси,2021,2 728 700 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Kia,Sportage,2021,2 332 900 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Kia,Rio X,2021,1 094 900 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Chery,Tiggo 8 Pro,2021,2 099 900 ₽,1
Hyundai,Solaris NEW,2021,921 000 ₽,1
Kia,K5,2021,2 042 900 ₽,1
Citroen,Jumper фургон,2021,2 291 900 ₽,1
Citroen,Jumper фургон,2021,2 359 400 ₽,1
Kia,Rio X,2021,1 129 900 ₽,1
Kia,Ceed SW,2021,1 524 900 ₽,1
Kia,Cerato,2021,1 515 900 ₽,1
Lada,Granta,2021,482 500 ₽,1
Lada,Largus Cross NEW,2021,847 900 ₽,1
Kia,Rio NEW,2021,1 015 900 ₽,1
Lada,Vesta,2021,660 900 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Peugeot,Boxer,2021,2 351 900 ₽,1
Citroen,Jumper фургон,2021,2 341 900 ₽,1
Kia,Sportage,2021,1 857 900 ₽,1
Lada,Vesta SW,2021,845 900 ₽,1
Chery,Tiggo 7 Pro,2021,1 519 900 ₽,1
Jeep,Grand Cherokee,2021,5 165 000 ₽,1
Kia,Soul,2021,1 574 900 ₽,1
Jeep,Grand Cherokee,2021,4 395 000 ₽,1
Уаз,Патриот New,2021,1 389 900 ₽,1
Hyundai,Sonata,2021,1 857 000 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Lada,Granta лифтбек,2021,621 900 ₽,1
Lada,Vesta,2021,778 900 ₽,1
Kia,K5,2021,1 852 900 ₽,1
Peugeot,Partner,2021,1 159 000 ₽,1
Jeep,Grand Cherokee,2021,4 495 000 ₽,1
Lada,Vesta,2021,968 900 ₽,1
Kia,Sorento NEW,2021,2 342 900 ₽,1
Citroen,Jumper фургон,2021,2 358 900 ₽,1
Citroen,Jumper фургон,2021,2 341 900 ₽,1
Hyundai,Solaris NEW,2021,1 134 000 ₽,1
Lada,Granta,2021,639 800 ₽,1
Kia,Rio X,2021,1 324 900 ₽,1
Kia,Cerato,2021,1 515 900 ₽,1
Hyundai,Sonata,2021,1 647 000 ₽,1
Уаз,Патриот New,2021,1 359 900 ₽,1
Citroen,Jumper фургон,2021,2 291 900 ₽,1
Lada,Vesta,2021,690 900 ₽,1
Уаз,Патриот New,2021,1 304 900 ₽,1
Suzuki,Vitara,2021,1 489 990 ₽,1
Chery,Tiggo 4,2021,1 159 900 ₽,1
Уаз,Хантер,2021,844 500 ₽,1
Hyundai,Tucson NEW,2021,2 247 000 ₽,1
Citroen,Jumper Промтоварный фургон,2021,2 681 300 ₽,1
Hyundai,Creta,2021,1 292 000 ₽,1
Hyundai,Solaris NEW,2021,936 000 ₽,1
Hyundai,Solaris NEW,2021,916 000 ₽,1
Hyundai,Creta,2021,1 277 000 ₽,1
Kia,K5,2021,2 334 900 ₽,1
Hyundai,Creta,2021,1 312 000 ₽,1
Citroen,SpaceTourer,2021,2 469 900 ₽,1
Hyundai,Tucson NEW,2021,2 132 000 ₽,1
Уаз,Патриот New,2021,1 359 900 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Kia,Cerato,2021,1 455 900 ₽,1
Hyundai,Solaris NEW,2021,926 000 ₽,1
Hyundai,Creta,2021,1 277 000 ₽,1
Lada,Largus фургон NEW,2021,825 900 ₽,1
Peugeot,Expert,2021,1 706 900 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
Suzuki,Vitara,2021,1 239 990 ₽,1
Kia,Soul,2021,1 434 900 ₽,1
Jeep,Grand Cherokee,2021,5 165 000 ₽,1
Уаз,Пикап New,2021,1 158 000 ₽,1
Kia,Rio X,2021,1 330 900 ₽,1
Kia,Rio NEW,2021,1 034 900 ₽,1
Citroen,Jumper фургон,2021,2 359 400 ₽,1
Citroen,Jumper фургон,2021,2 351 900 ₽,1
Citroen,Jumper Изотермический шасси,2021,2 728 700 ₽,1
Lada,Largus фургон NEW,2021,813 900 ₽,1
Hyundai,Creta,2021,1 277 000 ₽,1
Kia,K5,2021,1 752 900 ₽,1
Peugeot,Traveller,2021,3 169 900 ₽,1
Citroen,Jumper фургон,2021,2 313 800 ₽,1
Hyundai,Solaris NEW,2021,1 124 000 ₽,1
Suzuki,Vitara,2021,1 589 990 ₽,1
