area_sqm,price,region
56.0,1600000,"Тюменская область, Покачи"
82.0,6950000,"Краснодарский край, Новороссийск"
46.5,3700000,"Ленинградская область, Гатчинский р-н, Гатчинское городское поселение, Гатчина"
45.0,600000,"Ивановская область, Кинешма"
16.7,3150000,Санкт-Петербург
32.7,3000000,"Тюменская область, Тюмень"
29.8,2090000,"Алтайский край, Барнаул"
30.0,2080000,"Ивановская область, Иваново"
54.0,800000,"Чувашская Республика, Козловский р-н, Козловка"
31.0,2200000,"Архангельская область, Архангельск"
47.0,2750000,"Калужская область, Жуковский р-н, Жуков"
13.5,3650000,Москва
32.5,2000000,"Московская область, Воскресенск"
29.5,1000000,"Республика Татарстан, Заинский р-н, Заинск"
38.0,4550000,"Ленинградская область, Мурино"
48.1,11000000,Санкт-Петербург
41.0,5100000,"Краснодарский край, Сочи"
54.0,1350000,"Республика Дагестан, г.о. Махачкала, пос. городского типа Семендер"
72.0,4600000,"Республика Дагестан, Каспийск"
38.0,2100000,"Республика Северная Осетия — Алания, Владикавказ"
38.0,7000000,"Краснодарский край, Сочи"
35.0,1350000,"Республика Северная Осетия — Алания, Владикавказ"
57.4,2350000,"Республика Адыгея, Тахтамукайский р-н, пос. городского типа Энем"
44.0,2890000,"Свердловская область, Екатеринбург"
41.7,2230000,"Ставропольский край, Ставрополь"
101.9,8300000,"Краснодарский край, Краснодар"
50.0,2960000,"Оренбургская область, Оренбург"
28.6,890000,"Ярославская область, Ростовский р-н, пос. городского типа Ишня"
51.1,5650000,"Московская область, Королёв"
120.0,29000000,"Краснодарский край, Сочи"
65.0,3200000,"Республика Дагестан, Хасавюрт"
30.5,4800000,"Московская область, Подольск"
77.5,7300000,"Ленинградская область, Всеволожский р-н, Сертоловское городское поселение, Сертолово"
31.4,1499999,"Республика Марий Эл, Йошкар-Ола"
67.0,5700000,"Калининградская область, Калининград"
70.0,3000000,"Самарская область, Красноярский р-н, пос. городского типа Волжский"
79.0,1600000,"Пензенская область, Городищенский р-н, рабочий пос. Чаадаевка"
59.0,2700000,"Липецкая область, Липецк"
41.3,1250000,"Тульская область, Донской"
43.0,5200000,"Тульская область, Тула"
67.0,5700000,"Калининградская область, Калининград"
30.5,4800000,"Московская область, Подольск"
70.0,3000000,"Самарская область, Красноярский р-н, пос. городского типа Волжский"
59.0,2700000,"Липецкая область, Липецк"
41.3,1250000,"Тульская область, Донской"
79.0,1600000,"Пензенская область, Городищенский р-н, рабочий пос. Чаадаевка"
43.0,5200000,"Тульская область, Тула"
33.2,5810000,
90.5,15832250,
59.7,9134100,
34.8,3413000,"Республика Крым, Алушта"
49.0,5500000,"Московская область, г.о. Пушкинский, пос. Лесные Поляны"
44.0,2500000,"Ростовская область, Ростов-на-Дону"
50.3,18595910,
53.9,2908440,
33.2,4233000,
156.0,15900000,"Республика Татарстан, Казань"
25.0,2400000,"Ростовская область, Ростов-на-Дону"
28.4,1400000,"Архангельская область, Новодвинск"
47.6,4200000,"Ростовская область, Ростов-на-Дону"
60.2,4200000,"Республика Татарстан, Казань"
41.4,2300000,"Новгородская область, Великий Новгород"
43.0,2650000,"Тульская область, Новомосковск"
41.8,5525000,Санкт-Петербург
17.5,3350000,Санкт-Петербург
31.0,680000,"Калужская область, Кировский р-н, Киров"
48.0,3550000,"Ставропольский край, Пятигорск"
69.0,3800000,"Московская область, Воскресенск"
74.0,3150000,"Астраханская область, Астрахань"
54.6,6200000,"Московская область, Одинцовский г.о., Звенигород"
42.4,1450000,"Свердловская область, Нижний Тагил"
48.0,2770000,"Кабардино-Балкарская Республика, Нальчик"
45.0,950000,"Краснодарский край, Кореновский р-н, пос. Новоберезанский"
37.8,11100000,Москва
33.0,5750000,"Московская область, Долгопрудный"
44.0,999000,"Пермский край, Кизел"
80.0,1950000,"Свердловская область, Краснотурьинск"
25.0,3650000,"Московская область, Балашиха"
105.0,4000000,"Ростовская область, Ростов-на-Дону"
87.0,5890000,"Тюменская область, Тюмень"
36.6,1250000,"Тульская область, Донской"
32.0,1300000,"Белгородская область, Губкинский г.о., Губкин"
70.0,2528000,"Ярославская область, Угличский р-н, Углич"
87.7,11000000,"Московская область, г.о. Истра, с. Павловская Слобода"
41.7,1000000,"Рязанская область, Захаровский р-н, с. Захарово"
53.1,19000000,Москва
77.7,3999999,"Хабаровский край, Комсомольск-на-Амуре"
67.0,9250000,"Краснодарский край, Краснодар"
72.9,3500000,"Липецкая область, Липецк"
52.4,11500000,"Республика Крым, Ялта"
40.7,2350000,"Архангельская область, Архангельск"
53.0,1700000,"Республика Мордовия, Лямбирский р-н, с. Лямбирь"
42.9,1800000,"Дагестан, Махачкала"
47.7,4500000,"Ростовская область, Ростов-на-Дону"
37.0,4200000,"Ленинградская область, Всеволожский р-н, Новодевяткинское сельское поселение, д. Новое Девяткино"
36.0,6950000,Санкт-Петербург
42.3,2200000,"Саратовская область, Саратов"
36.0,6950000,Санкт-Петербург
69.7,5800000,"Московская область, Подольск"
51.0,1250000,"Республика Татарстан, Нижнекамский р-н, муниципальное образование поселок городского типа Камские Поляны, пос. городского типа Камские Поляны"
17.0,4500000,Москва
62.0,19000000,Москва
18.0,1100000,"Республика Татарстан, Казань"
56.0,10150480,
24.3,3557400,
40.0,6900000,
14.9,3300000,Санкт-Петербург
26.4,1299000,"Ростовская область, Ростов-на-Дону"
38.2,2570000,"Омская область, Омск"
31.8,4750134,
27.0,3978358,
32.0,4671273,
46.3,2400000,"Московская область, г.о. Серпухов, рабочий пос. Пролетарский"
84.0,15000000,"Краснодарский край, Сочи"
35.0,7250000,"Московская область, Люберцы"
65.0,3150000,"Ростовская область, Ростов-на-Дону"
44.0,20500000,"Краснодарский край, Сочи"
48.4,850000,"Республика Крым, Армянск"
42.6,4850000,"Московская область, Балашиха"
57.0,14250000,Москва
142.0,11000000,"Астраханская область, Астрахань"
62.0,1950000,"Тульская область, Алексин"
53.0,1750000,"Ульяновская область, Ульяновск"
33.0,580000,"Чувашская Республика, Канашский р-н, с. Шихазаны"
30.0,1500000,"Воронежская область, Борисоглебский г.о., Борисоглебск"
73.0,2900000,"Белгородская область, Белгород"
80.0,11860000,Санкт-Петербург
51.2,13500000,Санкт-Петербург
70.0,3050000,"Кабардино-Балкарская Республика, Нальчик"
66.3,1850000,"Вологодская область, Вологда"
40.6,3050000,"Краснодарский край, Краснодар"
42.0,500000,"Курская область, Горшеченский р-н, пос. городского типа Горшечное"
30.0,5990000,Санкт-Петербург
34.0,2850000,Санкт-Петербург
124.0,3000000,"Тюменская область, Надымский р-н, пос. городского типа Пангоды"
52.0,2250000,"Ставропольский край, Ставрополь"
125.0,20500000,"Московская область, г.о. Красногорск, пос. Ильинское-Усово"
52.0,12200000,"Краснодарский край, Сочи"
37.5,2700000,"Ростовская область, Ростов-на-Дону"
70.0,8500000,"Свердловская область, Екатеринбург"
42.6,7000000,"Краснодарский край, Сочи"
40.0,7900000,"Московская область, Красногорск"
31.4,1980000,"Ростовская область, Ростов-на-Дону"
44.2,2850000,"Новгородская область, Великий Новгород"
43.8,2680000,"Чувашская Республика, Чебоксары"
63.0,4700000,"Республика Крым, Симферополь"
48.5,2270000,"Красноярский край, Норильск"
79.1,11630000,Санкт-Петербург
64.0,2900000,"Саратовская область, Энгельсский р-н, Энгельс"
30.5,1280000,"Самарская область, Чапаевск"
56.0,4300000,"Ростовская область, Ростов-на-Дону"
34.5,6750000,"Московская область, Балашиха"
34.5,6750000,"Московская область, Балашиха"
39.2,3400000,"Республика Коми, Сыктывкар"
39.7,7595000,Москва
51.2,13500000,Санкт-Петербург
74.0,5000000,"Ставропольский край, Пятигорск"
60.0,150000,"Челябинская область, Кизильский р-н, пос. Новоершовский"
30.0,1780000,"Ростовская область, Ростов-на-Дону"
42.7,5838898,
44.2,2873000,
40.2,9133440,
82.8,7000000,"Липецкая область, Липецк"
40.0,1100000,"Тамбовская область, Кирсанов"
86.0,38700000,Москва
79.0,12877000,
59.8,9053720,
66.3,11636000,
45.1,2800000,"Тульская область, Тула"
40.0,4650000,"Ростовская область, Ростов-на-Дону"
57.0,2700000,"Курганская область, Курган"
65.0,9110000,Санкт-Петербург
75.0,4200000,"Кабардино-Балкарская Республика, Нальчик"
41.0,1550000,"Липецкая область, Елец"
69.3,14000000,"Москва, Новомосковский административный округ, поселение Сосенское, пос. Коммунарка"
66.0,3200000,"Оренбургская область, Оренбург"
107.3,39558000,Москва
33.8,2700000,"Московская область, Дмитров"
33.4,2100000,"Брянская область, Брянск"
32.9,1600000,"Оренбургская область, Оренбург"
56.0,4300000,"Ставропольский край, Ставрополь"
78.0,3100000,"Республика Северная Осетия — Алания, Владикавказ"
37.4,2700000,"Белгородская область, Старооскольский г.о., Старый Оскол"
74.2,5200000,"Тюменская область, Нижневартовск"
18.0,1000000,"Чеченская Республика, Грозный"
55.0,4600000,"Тюменская область, Нижневартовск"
61.0,3800000,"Республика Коми, Сыктывкар"
56.5,4750000,"Новосибирская область, Новосибирск"
49.6,2850000,"Самарская область, Самара"
32.0,5500000,Санкт-Петербург
71.5,27900000,Москва
59.0,6300000,"Краснодарский край, Краснодар"
43.4,2790000,"Тульская область, Тула"
64.7,4700000,"Калининградская область, Калининград"
71.0,8500000,"Самарская область, Самара"
54.0,1700000,"Чувашская Республика, Новочебоксарск"
60.0,2800000,"Липецкая область, Чаплыгинский р-н, Чаплыгин"
33.0,2399000,"Челябинская область, Челябинск"
61.0,780000,"Смоленская область, Ершичский р-н, с. Ершичи"
60.0,5500000,"Иркутская область, Иркутск"
75.0,21200000,Москва
58.0,2300000,"Республика Северная Осетия — Алания, Правобережный р-н, Беслан"
57.0,4100000,"Ростовская область, Ростов-на-Дону"
54.0,5300000,"Хабаровский край, Хабаровск"
49.5,2300000,"Нижегородская область, Княгининский р-н, Княгинино"
38.0,2400000,"Тюменская область, Нижневартовск"
43.6,5500000,"Московская область, Королёв"
37.0,5500000,Санкт-Петербург
58.0,2300000,"Республика Северная Осетия — Алания, Правобережный р-н, Беслан"
37.0,5500000,Санкт-Петербург
36.0,3400000,"Воронежская область, Воронеж"
45.0,1300000,"Самарская область, Сызрань"
72.2,17150000,Москва
22.6,2200000,"Ростовская область, Ростов-на-Дону"
48.6,4200000,"Калининградская область, Калининград"
41.2,20888400,
41.7,12685140,
29.5,3682500,
42.0,2350000,"Ярославская область, Ярославль"
50.0,14900000,Москва
51.1,7100000,"Московская область, Подольск"
34.5,4896160,
25.8,3112400,
22.0,3890558,
37.9,9000000,Москва
56.5,1350000,"Мурманская область, Кандалакшский р-н, городское поселение Кандалакша, Кандалакша"
53.0,5500000,"Краснодарский край, Краснодар"
77.6,4064000,"Воронежская область, Отрадное"
50.0,3570000,"Республика Дагестан, Махачкала"
29.3,2800000,"Тюменская область, Сургут"
35.6,5530000,Санкт-Петербург
31.0,3300000,"Свердловская область, Екатеринбург"
31.4,2000000,"Ставропольский край, Ставрополь"
43.2,3395000,"Тульская область, Тула"
44.0,2290000,"Удмуртская Республика, Ижевск"
46.2,3200000,"Пермский край, Пермь"
75.0,3500000,"Краснодарский край, Сочи"
22.0,1750000,"Самарская область, Самара"
29.0,1570000,"Астраханская область, Астрахань"
94.6,12510000,Санкт-Петербург
16.1,4050000,Москва
31.0,1850000,"Ростовская область, Ростов-на-Дону"
30.0,4280000,"Ленинградская область, Всеволожский р-н, Муринское городское поселение, Мурино"
43.0,4200000,"Ростовская область, Ростов-на-Дону"
84.8,14000000,Санкт-Петербург
31.0,700000,"Смоленская область, Ярцевский р-н, Ярцево"
48.0,2250000,"Челябинская область, Челябинск"
66.5,4100000,"Рязанская область, Рязань"
53.0,4400000,"Тюменская область, Сургут"
70.0,8000000,"Тюменская область, Сургут"
110.0,4500000,"Ставропольский край, Предгорный муниципальный округ, станица Ессентукская"
37.1,2550000,"Вологодская область, Вологда"
35.0,2650000,"Ростовская область, Аксайский р-н, пос. Верхнетемерницкий"
22.0,1500000,"Калужская область, Калуга"
73.5,6300000,"Московская область, Одинцовский г.о., Кубинка"
75.5,12020000,Санкт-Петербург
100.8,17200000,"Московская область, Красногорск"
52.0,1200000,"Воронежская область, Таловский р-н, пос. Таловая"
35.6,3980000,"Республика Татарстан, Казань"
42.0,6800000,Санкт-Петербург
25.4,2285000,"Воронежская область, Воронеж"
30.1,540000,"Вологодская область, Вологда"
28.0,1050000,"Ростовская область, Ростов-на-Дону"
76.5,4977000,"Пензенская область, Пенза"
67.5,1600000,"Саратовская область, Марксовский р-н, Маркс"
28.0,1050000,"Ростовская область, Ростов-на-Дону"
25.4,2285000,"Воронежская область, Воронеж"
76.5,4977000,"Пензенская область, Пенза"
78.0,1760000,"Республика Татарстан, Зеленодольский р-н, Зеленодольск"
88.2,12670000,Санкт-Петербург
45.0,600000,"Курская область, Железногорский р-н, пос. Магнитный"
41.6,9159594,
35.2,6564800,
52.3,8150154,
21.6,3550000,"Московская область, Королёв"
64.0,5300000,"Ярославская область, Ярославль"
65.1,4100000,"Владимирская область, Владимир"
38.5,5743055,
51.1,24783500,
27.4,6781500,
35.9,1490000,"Рязанская область, Рязань"
26.6,4150000,"Ленинградская область, Всеволожский р-н, Муринское городское поселение, Мурино"
58.7,8400000,Санкт-Петербург
78.7,7800000,"Республика Татарстан, Казань"
35.1,1350000,"Республика Башкортостан, Октябрьский"
79.3,15800000,"Московская область, Щёлково"
147.5,6000000,"Удмуртская Республика, Ижевск"
59.0,21000000,"Московская область, Красногорск"
58.8,3490000,"Липецкая область, Липецк"
69.5,14500000,"Московская область, Московский"
84.2,5000000,"Республика Дагестан, Каспийск"
47.0,1350000,"Нижегородская область, Городецкий р-н, Заволжье"
56.3,450000,"Ставропольский край, Андроповский муниципальный округ, пос. Каскадный"
56.0,5500000,"Краснодарский край, Краснодар"
63.0,3000000,"Астраханская область, Астрахань"
61.7,12000000,"Москва, Новомосковский административный округ, поселение Сосенское"
44.7,3800000,"Архангельская область, Северодвинск"
77.0,6800000,"Ростовская область, Ростов-на-Дону"
42.9,490000,"Республика Башкортостан, Бижбулякский р-н, с. Сухоречка"
47.7,970000,"Смоленская область, Ярцевский р-н, Ярцево"
30.2,1450000,"Рязанская область, Рязань"
36.0,11000000,Москва
49.0,1280000,"Саратовская область, Балаковский р-н, муниципальное образование Город Балаково, Балаково"
41.0,890000,"Кемеровская область, Прокопьевский г.о., Прокопьевск"
44.0,3300000,"Московская область, Богородский г.о., Ногинск"
50.4,1100000,"Мурманская область, Мончегорск"
56.7,3100000,"Оренбургская область, Оренбург"
78.0,2750000,"Астраханская область, Астрахань"
45.0,5590000,"Московская область, Мытищи"
58.0,13000000,"Краснодарский край, Сочи"
43.0,1150000,"Кировская область, Киров"
75.9,3500000,"Волгоградская область, Волгоград"
39.7,3640000,"Краснодарский край, Краснодар"
18.0,2200000,"Республика Татарстан, Казань"
32.0,700000,"Владимирская область, Ковров"
42.5,2890000,"Брянская область, Брянск"
12.0,3100000,Москва
66.7,1600000,"Чувашская Республика, Шумерля"
115.4,6200000,"Брянская область, Брянск"
56.0,8500000,"Московская область, Балашиха"
12.0,3100000,Москва
56.0,8500000,"Московская область, Балашиха"
55.0,13900000,Москва
60.0,6200000,"Краснодарский край, Краснодар"
43.0,2720000,"Ростовская область, Батайск"
115.4,6200000,"Брянская область, Брянск"
48.0,720000,"Архангельская область, Котлас"
75.8,42675400,
21.8,5955760,
55.4,9231087,
30.7,4749000,Санкт-Петербург
63.0,670000,"Кемеровская область, Ленинск-Кузнецкий муниципальный округ, с. Красное"
74.0,3800000,"Кабардино-Балкарская Республика, Нальчик"
23.5,3353350,
61.1,9878474,
74.9,32200000,
100.0,5500000,Манавгат
47.0,4900000,"Нижегородская область, Нижний Новгород"
48.2,1100000,"Волгоградская область, Калачёвский р-н, Зарянское сельское поселение, пос. Пархоменко"
45.0,2860000,"Республика Северная Осетия — Алания, Владикавказ"
22.0,6790000,"Краснодарский край, Сочи"
146.4,8200000,"Астраханская область, Астрахань"
78.0,1890000,"Челябинская область, Миасс"
45.1,3200000,"Новосибирская область, Новосибирск"
80.0,2400000,"Владимирская область, Владимир"
34.0,1250000,"Ставропольский край, Минераловодский г.о., пос. городского типа Анджиевский"
32.0,1100000,"Псковская область, Великие Луки"
38.0,7800000,"Краснодарский край, Сочи"
32.9,4300000,"Республика Татарстан, Казань"
31.0,1900000,"Воронежская область, Воронеж"
42.5,5700000,Севастополь
53.5,27000000,"Краснодарский край, Сочи"
75.0,8900000,"Московская область, Домодедово"
32.0,8400000,"Краснодарский край, Сочи"
45.2,6800000,"Московская область, Реутов"
36.1,4990000,"Московская область, г.о. Солнечногорск, д. Голубое"
38.0,2930000,"Краснодарский край, Сочи"
44.0,2330000,"Воронежская область, Воронеж"
38.0,2850000,"Самарская область, Самара"
50.0,4350000,"Калининградская область, Гурьевский г.о., пос. Малое Исаково"
31.0,1900000,"Ростовская область, Ростов-на-Дону"
50.4,7150000,"Ленинградская область, Всеволожский р-н, Муринское городское поселение, Мурино"
57.6,1850000,"Тюменская область, Покачи"
52.0,4499999,"Калужская область, Обнинск"
48.9,750000,"Саратовская область, Краснокутский р-н, Красный Кут"
33.0,7800000,Москва
54.5,5550000,"Республика Татарстан, Казань"
74.0,2500000,"Республика Дагестан, Избербаш"
54.7,2500000,"Самарская область, Тольятти"
22.0,750000,"Ленинградская область, Тихвинский р-н, Тихвинское городское поселение, Тихвин"
63.0,1100000,"Красноярский край, Норильск"
47.7,2500000,"Республика Башкортостан, Стерлитамак"
35.0,15500000,Москва
24.0,1650000,"Ставропольский край, Ставрополь"
60.0,10500000,"Московская область, Одинцовский г.о., пос. ВНИИССОК"
57.8,15150000,Санкт-Петербург
64.0,4500000,"Краснодарский край, г.о. Новороссийск, с. Гайдук"
60.0,10500000,"Московская область, Одинцовский г.о., пос. ВНИИССОК"
43.0,9700000,"Краснодарский край, Сочи"
67.0,4400000,"Республика Татарстан, Нижнекамский р-н, муниципальное образование город Нижнекамск, Нижнекамск"
50.8,1000000,"Псковская область, Опочецкий р-н, Опочка"
37.0,450000,"Ставропольский край, Левокумский муниципальный округ, пос. Кумская Долина"
40.2,950000,"Челябинская область, Троицк"
57.5,7662996,
68.8,14769501,
54.8,6630800,
65.0,3500000,"Краснодарский край, Белореченский р-н, Белореченск"
50.0,3950000,"Калининградская область, Калининград"
42.2,3500000,"Красноярский край, Красноярск"
57.2,10300000,
72.0,10548000,
117.7,62616400,
91.8,4200000,"Пермский край, Пермь"
58.0,5000000,"Курская область, Железногорск"
34.0,1270000,"Пензенская область, Каменский р-н, Каменка"
41.0,2500000,"Карачаево-Черкесская Республика, Черкесск"
44.0,3200000,"Астраханская область, Астрахань"
15.0,550000,"Кировская область, Киров"
43.0,2830000,"Республика Башкортостан, Уфа"
72.0,6000000,"Республика Крым, Керчь"
61.0,7200000,"Республика Татарстан, Казань"
30.0,4800000,"Краснодарский край, Сочи"
40.0,6100000,"Московская область, г.о. Пушкинский, Пушкино"
45.0,2399999,"Ростовская область, Батайск"
37.0,2100000,"Ростовская область, Ростов-на-Дону"
30.3,2100000,"Воронежская область, Воронеж"
46.0,4250000,"Ростовская область, Ростов-на-Дону"
25.4,3000000,"Краснодарский край, Краснодар"
42.0,9200000,Санкт-Петербург
90.0,11900000,"Московская область, Ленинский г.о., Видное"
102.2,8500000,"Калининградская область, Зеленоградский г.о., Зеленоградск"
122.3,12500000,"Республика Северная Осетия — Алания, Владикавказ"
50.9,7635000,Санкт-Петербург
24.5,10300000,"Краснодарский край, Сочи"
72.6,4990000,"Тверская область, Тверь"
68.0,750000,"Слободзейский р-н, Первомайск"
24.0,2800000,"Ростовская область, Ростов-на-Дону"
45.0,1550000,"Саратовская область, Саратов"
66.0,5560000,"Тюменская область, Тюмень"
52.3,5700000,"Республика Татарстан, Казань"
15.2,3800000,Москва
45.0,2250000,"Калининградская область, Советский г.о., Советск"
51.4,535000,"Вологодская область, Череповецкий р-н, пос. Суда"
87.0,2950000,"Республика Башкортостан, Салават"
50.0,2650000,"Республика Дагестан, Каспийск"
48.0,2850000,"Ставропольский край, Пятигорск"
27.7,530000,"Белгородская область, Новооскольский г.о., Новый Оскол"
65.0,3500000,"Республика Дагестан, Каспийск"
76.0,6200000,"Ставропольский край, Пятигорск"
65.0,2400000,"Ивановская область, Иваново"
41.0,1400000,"Волгоградская область, Волгоград"
30.0,3620000,"Воронежская область, Воронеж"
38.2,5300000,"Санкт-Петербург, Пушкинский р-н, пос. Шушары"
76.0,6200000,"Ставропольский край, Пятигорск"
53.0,2950000,"Северная Осетия, Владикавказ"
30.0,3620000,"Воронежская область, Воронеж"
41.0,1400000,"Волгоградская область, Волгоград"
48.6,3550000,"Воронежская область, Воронеж"
30.0,650000,"Свердловская область, Краснотурьинск"
42.0,7165600,
43.0,8514000,
40.7,15006090,
52.0,500000,"Амурская область, Белогорский муниципальный округ, с. Возжаевка"
50.7,1800000,"Карачаево-Черкесская Республика, Усть-Джегутинский р-н, Усть-Джегута"
83.3,7800000,"Калужская область, Калуга"
35.9,4954200,
40.0,8000000,
55.1,5952960,
30.5,1570000,"Орловская область, Орёл"
81.1,15350000,Москва
71.0,2650000,"Республика Дагестан, Каспийск"
31.0,3000000,"Курская область, Курск"
70.8,3500000,"Воронежская область, Воронеж"
60.0,3900000,"Курская область, Курск"
58.5,3500000,"Владимирская область, Владимир"
12.2,480000,"Кемеровская область, Кемеровский г.о., Кемерово"
23.0,819999,"Пензенская область, Пенза"
45.0,11500000,Москва
70.2,7000000,"Республика Татарстан, Казань"
32.0,400000,"Ростовская область, Новошахтинск"
67.3,17000000,Санкт-Петербург
37.0,490000,"Пермский край, Куединский муниципальный округ, пос. Куеда"
67.2,5200000,"Самарская область, Самара"
30.0,1380000,"Саратовская область, Энгельсский р-н, Энгельс"
85.1,14950000,Санкт-Петербург
33.0,2270000,"Саратовская область, Энгельсский р-н, Энгельс"
59.2,5300000,"Омская область, Омск"
66.7,4200000,"Ростовская область, Ростов-на-Дону"
41.3,5300000,"Московская область, Раменский г.о., д. Островцы"
60.0,800000,"Пермский край, Кизел"
70.0,3800000,"Ставропольский край, Ставрополь"
28.6,1380000,"Республика Башкортостан, Уфа"
40.7,2400000,"Удмуртская Республика, Ижевск"
31.0,1750000,"Псковская область, Псковский р-н, д. Писковичи"
70.0,3600000,"Пензенская область, Пенза"
32.0,1200000,"Калужская область, Боровский р-н, Ермолино"
31.9,760000,"Республика Татарстан, Заинский р-н, Заинск"
28.0,4495000,Санкт-Петербург
16.9,1800000,"Тюменская область, Ханты-Мансийск"
58.7,8900000,Санкт-Петербург
30.0,3300000,"Московская область, г.о. Люберцы, пос. Жилино-1"
80.2,2600000,"Республика Северная Осетия — Алания, Владикавказ"
36.0,8500000,Москва
23.0,3700000,"Краснодарский край, Сочи"
57.0,3000000,"Тюменская область, Урай"
60.6,950000,"Республика Коми, муниципальный р-н Печора, пос. городского типа Кожва"
84.0,1550000,"Кировская область, Котельничский р-н, Биртяевское сельское поселение, пос. Ленинская Искра"
48.7,7900000,Санкт-Петербург
48.0,7000000,Севастополь
43.0,2950000,"Пензенская область, Пенза"
84.0,1550000,"Кировская область, Котельничский р-н, Биртяевское сельское поселение, пос. Ленинская Искра"
35.0,700000,"Владимирская область, Юрьев-Польский р-н, муниципальное образование город Юрьев-Польский, Юрьев-Польский"
79.6,29990000,Санкт-Петербург
70.0,4590000,"Саратовская область, Саратов"
50.0,12600000,Москва
44.0,9501840,
32.0,4671273,
26.5,3847500,
36.6,2300000,"Саратовская область, Саратов"
32.3,4450000,"Ленинградская область, Всеволожский р-н, Муринское городское поселение, Мурино"
26.1,2200000,"Тюменская область, Тюмень"
43.2,9240899,
71.4,4338000,
38.1,4843780,
60.0,4450000,"Московская область, Пущино"
36.0,2350000,"Республика Дагестан, Каспийск"
61.0,2850000,"Костромская область, Кострома"
40.1,4250000,"Калининградская область, Зеленоградск"
29.4,4800000,Санкт-Петербург
30.0,2700000,"Республика Северная Осетия — Алания, Владикавказ"
43.0,450000,"Кировская область, Котельнич"
37.0,790000,"Тверская область, Ржев"
32.7,2500000,"Московская область, Орехово-Зуевский г.о., Орехово-Зуево"
39.0,8999000,"Краснодарский край, Сочи"
30.7,1250000,"Алтайский край, Новоалтайск"
41.0,650000,"Тверская область, Весьегонский муниципальный округ, Весьегонск"
61.2,3320000,"Алтайский край, Барнаул"
64.0,4800000,"Краснодарский край, Краснодар"
42.0,1950000,"Владимирская область, Петушинский р-н, муниципальное образование город Покров, Покров"
42.0,4180000,"Калининградская область, Гурьевск"
54.0,3300000,"Ростовская область, Ростов-на-Дону"
42.6,2350000,"Новгородская область, Великий Новгород"
80.0,4550000,"Самарская область, Самара"
54.0,4200000,"Белгородская область, Белгород"
44.0,1400000,"Брянская область, Фокино"
128.0,8700000,"Дагестан, Махачкала"
13.0,4500000,Москва
30.5,3350000,"Свердловская область, Екатеринбург"
76.3,5900000,"Астраханская область, Астрахань"
94.0,6000000,"Пензенская область, Пенза"
116.0,31800000,Москва
50.0,2300000,"Ставропольский край, Ставрополь"
57.0,2550000,"Рязанская область, Рязань"
32.0,4600000,Севастополь
63.1,11000000,"Краснодарский край, Анапа"
66.9,5000000,"Краснодарский край, Краснодар"
25.9,550000,"Карачаево-Черкесская Республика, Урупский р-н, пос. городского типа Медногорский"
42.0,6300000,"Краснодарский край, муниципальное образование Геленджик, с. Кабардинка"
93.9,12280000,Санкт-Петербург
76.3,9000000,"Красноярский край, Красноярск"
50.2,3200000,"Оренбургская область, Оренбург"
55.8,4500000,"Республика Крым, Евпатория"
68.0,2900000,"Республика Калмыкия, Элиста"
62.7,1706544,"Карачаево-Черкесская Республика, Карачаевск"
93.9,12280000,Санкт-Петербург
64.3,2700000,"Челябинская область, Челябинск"
78.0,3880000,"Пензенская область, Пенза"
11.0,300000,"Пермский край, Куединский муниципальный округ, пос. Куеда"
66.1,13021480,"Республика Крым, г.о. Ялта, пос. городского типа Береговое"
28.5,4750000,"Московская область, Люберцы"
68.0,2900000,"Республика Калмыкия, Элиста"
12.3,1895000,
37.0,8403876,
47.3,11839190,
76.0,2400000,"Республика Ингушетия, Назрань"
125.0,4300000,"Карачаево-Черкесская Республика, Черкесск"
53.0,5500000,"Чеченская Республика, Грозный"
121.0,4500000,
75.0,15754643,
26.0,4385936,
60.1,12700000,Москва
58.0,3485000,"Брянская область, Брянск"
42.0,6200000,"Московская область, г.о. Пушкинский, Пушкино"
49.0,2850000,"Краснодарский край, Ейский р-н, Ейское городское поселение, Ейск"
102.1,21950000,Москва
700.0,932429790,Москва
64.0,4400000,"Свердловская область, Берёзовский г.о., Берёзовский"
48.0,1900000,"Астраханская область, Астрахань"
31.0,2800000,"Краснодарский край, Краснодар"
27.0,1000050,"Московская область, Шатура"
34.0,1150000,"Ярославская область, Большесельский р-н, с. Большое Село"
55.0,2950000,"Чеченская Республика, Грозный"
70.0,3800000,"Республика Дагестан, Кизилюрт"
40.0,4400000,"Краснодарский край, Краснодар"
32.0,1900000,"Ростовская область, Ростов-на-Дону"
49.0,850000,"Рязанская область, Старожиловский р-н, рабочий пос. Старожилово"
48.8,4600000,"Белгородская область, Белгород"
23.1,1100000,"Самарская область, Самара"
41.0,795000,"Свердловская область, Горноуральский г.о., с. Покровское"
68.0,10200000,"Московская область, Щёлково"
38.0,1100000,"Ростовская область, Ростов-на-Дону"
100.6,14690000,Санкт-Петербург
50.0,3490000,"Республика Дагестан, Махачкала"
60.0,5100000,"Самарская область, Самара"
48.0,8500000,"Москва, Новомосковский административный округ, поселение Щербинка, Щербинка"
32.0,900000,"Республика Башкортостан, Салават"
26.4,5599999,Санкт-Петербург
96.0,7260000,"Республика Татарстан, Набережные Челны"
65.0,8500000,"Тюменская область, Тюмень"
65.9,1100000,"Новгородская область, Старорусский р-н, городское поселение Город Старая Русса, Старая Русса"
