area_sqm,price,region
43.9,1400000,"Алтайский край, Бийск"
69.0,2500000,"Карачаево-Черкесская Республика, Черкесск"
61.7,6500000,"Тульская область, Тула"
36.0,2350000,"Ростовская область, Ростов-на-Дону"
21.6,950000,"Республика Башкортостан, Стерлитамак"
65.0,4100000,"Краснодарский край, Сочи"
60.0,6600000,"Краснодарский край, Краснодар"
91.7,21490000,Санкт-Петербург
35.0,1500000,"Челябинская область, Миасс"
57.5,3645000,"Московская область, Дмитровский г.о., Дмитров"
50.0,3000000,"Краснодарский край, Сочи"
50.6,730000,"Оренбургская область, г.о. Оренбург, пос. Каргала"
58.0,9900000,Москва
73.6,6800000,"Республика Крым, г.о. Ялта, пос. городского типа Гаспра"
54.0,8500000,"Московская область, Люберцы"
15.0,1650000,Санкт-Петербург
46.0,2600000,"Республика Татарстан, Казань"
68.0,4250000,"Республика Марий Эл, Йошкар-Ола"
37.5,11500000,Москва
127.0,6600000,"Республика Дагестан, Махачкала"
33.8,3650000,"Тюменская область, Ханты-Мансийск"
50.0,7500000,"Краснодарский край, Краснодар"
65.0,5000000,"Республика Дагестан, Махачкала"
18.0,4000000,"Краснодарский край, Сочи"
80.0,6800000,"Краснодарский край, Сочи"
30.2,250000,"Пензенская область, Кузнецк"
44.0,4000000,Севастополь
33.8,3650000,"Тюменская область, Ханты-Мансийск"
46.0,4500000,"Краснодарский край, Сочи"
58.0,4000000,"Республика Башкортостан, Уфа"
30.2,250000,"Пензенская область, Кузнецк"
35.8,2350000,"Тверская область, Тверь"
70.0,10000000,"Краснодарский край, Сочи"
54.0,8500000,"Московская область, Люберцы"
64.2,16098060,
62.1,27550000,
52.0,9501173,
41.1,5200000,"Ленинградская область, Всеволожский р-н, Муринское городское поселение, Мурино"
37.0,3090000,"Краснодарский край, Краснодар"
60.7,5000000,"Республика Крым, Бахчисарайский р-н, городское поселение Бахчисарай, пос. городского типа Научный"
39.4,7935160,
37.9,6026100,
65.6,15973600,
43.0,1200000,"Самарская область, Нефтегорский р-н, Нефтегорск"
91.6,1700000,"Омская область, Азовский немецкий национальный р-н, с. Азово"
210.0,15500000,"Краснодарский край, Сочи"
54.0,2800000,"Карачаево-Черкесская Республика, Черкесск"
70.0,1750000,"Курская область, Конышёвский р-н, пос. городского типа Конышёвка"
40.0,8050000,"Краснодарский край, г.о. Сочи, с. Сергей-Поле"
356.9,110000000,Москва
59.6,8950000,Санкт-Петербург
240.0,7600000,"Пензенская область, Пенза"
32.0,830000,"Свердловская область, Нижний Тагил"
60.0,5630000,"Иркутская область, Иркутск"
44.5,4050000,"Тульская область, Тула"
60.5,3999000,"Калужская область, Калуга"
16.7,3150000,Санкт-Петербург
60.0,4400000,"Краснодарский край, Горячий Ключ"
286.0,154909230,Москва
52.0,1490000,"Ивановская область, Кинешма"
42.0,1690000,"Свердловская область, Нижний Тагил"
103.0,8800000,"Пензенская область, Пенза"
29.7,2150000,"Калужская область, Калуга"
126.0,19500000,"Красноярский край, Красноярск"
71.5,3100000,"Дагестан, Дербент"
62.0,5500000,"Калининградская область, Калининград"
85.0,7900000,"Самарская область, Самара"
43.0,2150000,"Липецкая область, Липецк"
59.4,3600000,"Тюменская область, Урай"
17.0,3600000,Москва
45.0,5550000,"Московская область, Балашиха"
31.1,1000000,"Республика Татарстан, Мамадышский р-н, Мамадыш"
43.8,9100000,Москва
54.0,1120000,"Мурманская область, Мончегорск"
60.9,4800000,"Пермский край, Пермь"
60.0,1200000,"Республика Дагестан, Махачкала"
118.4,13500000,"Калужская область, Обнинск"
62.8,4356461,"Московская область, Дзержинский"
41.7,9500000,Санкт-Петербург
30.9,1350000,"Кировская область, Киров"
64.0,4200000,"Самарская область, Волжский р-н, с. Николаевка"
53.6,4600000,"Ленинградская область, Всеволожский р-н, Всеволожское городское поселение, Всеволожск"
58.0,8650000,Москва
45.0,4990000,"Республика Татарстан, Казань"
42.0,2660000,"Тюменская область, Нижневартовск"
30.9,1350000,"Кировская область, Киров"
46.4,600000,"Воронежская область, Терновский р-н, с. Терновка"
68.7,4528100,"Московская область, Большевик"
51.0,2795000,"Республика Дагестан, Дербент"
70.0,6500000,"Владимирская область, Владимир"
62.2,5517140,
44.3,9368532,
57.2,10300000,
57.3,600000,"Алтайский край, Кулундинский р-н, муниципальное образование Кулундинский сельсовет, с. Кулунда"
60.6,3300000,"Саратовская область, Энгельсский р-н, Энгельс"
22.0,5500000,Москва
79.0,13934471,
70.0,5200000,
97.0,5700000,
78.0,8799999,"Алтайский край, Барнаул"
26.0,3870000,"Московская область, Развилка"
28.0,1600000,"Удмуртская Республика, Ижевск"
57.0,3450000,"Краснодарский край, Сочи"
42.0,16400000,Москва
51.9,4200000,"Челябинская область, Челябинск"
53.8,21000000,"Краснодарский край, Сочи"
63.0,3500000,"Ульяновская область, Ульяновск"
60.0,2550004,"Кабардино-Балкарская Республика, Нальчик"
45.0,2250000,"Республика Татарстан, Зеленодольский р-н, Зеленодольск"
32.0,8500000,Москва
42.0,4100000,"Ростовская область, Ростов-на-Дону"
70.0,4650000,"Республика Дагестан, Махачкала"
98.8,8100000,"Владимирская область, Владимир"
53.0,2950000,"Челябинская область, Челябинск"
74.2,30000000,"Краснодарский край, Сочи"
38.5,6785000,Москва
52.0,8066000,Москва
34.0,1850000,"Свердловская область, Ревда"
40.0,2570000,"Ростовская область, Ростов-на-Дону"
49.6,6300000,"Московская область, Жуковский"
42.0,2050000,"Костромская область, Кострома"
41.0,3400000,"Удмуртская Республика, Ижевск"
113.3,19400000,Санкт-Петербург
42.7,3550000,"Тюменская область, Сургут"
54.3,1350000,"Свердловская область, Серовский г.о., Серов"
45.1,2550000,"Курская область, Железногорск"
55.0,3700000,"Краснодарский край, Краснодар"
61.0,4090000,"Удмуртская Республика, Ижевск"
60.9,5200000,"Тюменская область, Сургут"
53.4,16000000,Санкт-Петербург
38.1,3400000,"Краснодарский край, муниципальное образование Краснодар, пос. Знаменский"
26.2,500000,"Ульяновская область, Димитровград"
74.0,15000000,"Краснодарский край, Сочи"
57.0,3650000,"Тверская область, Тверь"
39.3,6390000,Санкт-Петербург
49.0,4950000,"Самарская область, Самара"
65.0,1850000,"Астраханская область, Астрахань"
30.0,2500000,"Ростовская область, Ростов-на-Дону"
35.0,12000000,Москва
39.3,6390000,Санкт-Петербург
190.0,37000000,"Краснодарский край, Сочи"
30.0,2500000,"Ростовская область, Ростов-на-Дону"
49.0,4950000,"Самарская область, Самара"
32.0,1000000,"Свердловская область, Асбестовский г.о., Асбест"
60.6,639746,"Краснодарский край, Северский р-н, с. Львовское"
43.5,2490000,"Ростовская область, Ростов-на-Дону"
25.9,4350164,
105.0,63105000,
34.9,4660485,
72.0,3800000,"Ставропольский край, Ставрополь"
53.1,7232625,Санкт-Петербург
77.1,11700000,Санкт-Петербург
90.6,18512440,
43.0,3180000,
67.0,10016500,
60.0,3450000,"Калининградская область, Калининград"
76.0,4300000,"Республика Башкортостан, Туймазинский р-н, Туймазы"
36.1,1500000,"Самарская область, Сызрань"
45.0,3150000,"Ростовская область, Ростов-на-Дону"
48.9,13390000,Москва
72.0,33000000,"Республика Крым, Ялта"
58.8,4500000,"Республика Башкортостан, Уфа"
50.0,220000,"Республика Коми, Воркута"
72.1,14950000,Москва
64.2,28490000,Москва
80.0,8400000,"Республика Крым, Ялта"
100.0,12850000,"Московская область, Балашиха"
48.4,7700000,Санкт-Петербург
43.9,7500000,"Московская область, Котельники"
60.0,4100000,"Нижегородская область, Нижний Новгород"
47.0,2699000,"Северная Осетия, Владикавказ"
51.0,1680000,"Краснодарский край, Краснодар"
129.8,15800000,Санкт-Петербург
63.0,3100000,"Республика Башкортостан, Октябрьский"
72.0,15500000,Москва
52.0,3750000,"Иркутская область, Братск"
70.0,3950000,"Новосибирская область, Бердск"
36.0,1400000,"Ивановская область, Иваново"
112.0,6500000,"Волгоградская область, Волжский"
75.0,1750000,"Ставропольский край, Ставрополь"
71.8,7490000,"Хабаровский край, Хабаровск"
71.4,7650000,"Краснодарский край, Краснодар"
101.0,5990000,"Белгородская область, Белгород"
36.9,4000000,"Республика Крым, Евпатория"
40.0,3990000,"Волгоградская область, Волгоград"
35.3,4700000,"Хабаровский край, Хабаровск"
138.0,11100000,"Ставропольский край, Кисловодск"
42.0,4299000,"Саратовская область, Саратов"
70.0,1450000,"Кабардино-Балкарская Республика, Нальчик"
121.0,7990000,"Калининградская область, Калининград"
46.1,300000,"Смоленская область, Вяземский р-н, Вяземское городское поселение, Вязьма"
43.6,10499000,Санкт-Петербург
149.0,138000000,Москва
40.0,1700000,"Калужская область, Калуга"
87.0,4500000,"Республика Дагестан, Каспийск"
87.0,4500000,"Республика Дагестан, Каспийск"
47.0,1000000,"Нижегородская область, Кстовский р-н, с. Работки"
63.1,9550000,Санкт-Петербург
60.0,5000000,"Краснодарский край, Краснодар"
90.0,5000000,"Краснодарский край, г.о. Новороссийск, с. Мысхако"
47.7,1850000,"Хабаровский край, Комсомольск-на-Амуре"
18.5,2100000,"Свердловская область, Екатеринбург"
59.8,12528100,
22.5,4680501,
56.3,10668850,
60.0,7700000,"Московская область, г.о. Мытищи, д. Пирогово"
65.2,3990000,"Республика Татарстан, Набережные Челны"
44.5,2200000,"Красноярский край, Норильск"
39.3,11459880,
72.4,18165160,
16.8,4300000,
70.0,6000000,"Республика Татарстан, Казань"
131.0,19000000,Краснодарский край
33.0,6450000,Санкт-Петербург
29.0,610000,"Алтайский край, Новоалтайск"
56.2,3900000,"Ростовская область, Ростов-на-Дону"
93.2,4500000,"Иркутская область, Ангарское городское муниципальное образование, Ангарск"
39.8,2500000,"Ставропольский край, Пятигорск"
86.0,8990000,"Московская область, Одинцовский г.о., Звенигород"
198.0,25000000,"Красноярский край, Красноярск"
58.7,1600000,"Тверская область, Торопецкий р-н, Торопец"
34.0,1690000,"Ставропольский край, Ставрополь"
42.0,670000,"Кабардино-Балкарская Республика, Прохладный"
35.0,4750000,"Хабаровский край, Хабаровск"
48.0,5200000,"Калининградская область, Калининград"
56.0,5200000,"Белгородская область, Белгород"
27.0,2249999,"Республика Башкортостан, Уфа"
30.0,700000,"Тульская область, Узловский р-н, пос. Дубовка"
41.2,1650000,"Кировская область, Киров"
65.0,4590000,"Краснодарский край, Краснодар"
44.6,3500000,"Астраханская область, Астрахань"
41.3,3100000,"Тульская область, Тула"
137.0,35890000,Москва
28.5,3000000,"Республика Татарстан, Казань"
29.0,5000000,"Московская область, Ленинский г.о., рабочий пос. Горки Ленинские"
256.0,320000000,Санкт-Петербург
27.1,2750000,"Белгородская область, Белгород"
57.0,1250000,"Ростовская область, Новошахтинск"
51.3,12950000,Москва
89.0,3200000,"Свердловская область, Берёзовский г.о., пос. Монетный"
33.0,8730000,Москва
34.4,2700000,"Новосибирская область, Бердск"
180.4,56000000,Москва
24.0,4100000,Санкт-Петербург
57.0,9450000,Санкт-Петербург
100.0,9000000,"Дагестан, Махачкала"
42.0,1300000,"Еврейская автономная область, Ленинский р-н, с. Ленинское"
31.9,8500000,Москва
50.3,25500000,Москва
60.0,1800000,"Республика Дагестан, Хасавюрт"
33.0,2300000,"Ростовская область, Ростов-на-Дону"
100.0,9000000,"Дагестан, Махачкала"
37.2,3800000,"Краснодарский край, Краснодар"
65.0,4100000,"Тамбовская область, Тамбов"
87.8,15500000,"Москва, Новомосковский административный округ, поселение Сосенское, пос. Коммунарка"
45.0,2300000,"Архангельская область, Вельский р-н, муниципальное образование Вельское, Вельск"
18.7,1750000,"Республика Башкортостан, Уфа"
26.0,3900000,"Краснодарский край, Сочи"
51.1,25498900,
34.8,5637600,
52.0,8400000,
31.9,8500000,Москва
94.6,6500000,"Ростовская область, Ростов-на-Дону"
95.4,15450000,"Московская область, Красногорск"
29.7,3504600,
20.5,3036960,
61.5,8025750,
42.4,8000000,"Московская область, Люберцы"
62.0,550000,"Ростовская область, Таганрог"
40.0,1500000,"Оренбургская область, Сорочинский г.о., Сорочинск"
47.0,3200000,"Республика Адыгея, Тахтамукайский р-н, пос. городского типа Яблоновский"
36.9,12200000,Москва
45.8,7300000,"Московская область, Люберцы"
55.8,3515400,"Красноярский край, Красноярск"
58.5,14000000,Москва
30.9,1550000,"Красноярский край, Ачинск"
68.6,5800000,"Краснодарский край, Краснодар"
51.0,3750000,"Свердловская область, Берёзовский г.о., Берёзовский"
111.6,6950000,"Республика Башкортостан, Стерлитамак"
14.0,980000,"Красноярский край, Красноярск"
37.0,2980000,"Ростовская область, Ростов-на-Дону"
62.0,3150000,"Республика Адыгея, Тахтамукайский р-н, пос. городского типа Энем"
34.7,3451578,"Ленинградская область, Мурино"
116.0,5060000,"Чеченская Республика, Грозный"
31.8,650000,"Свердловская область, Краснотурьинск"
62.5,7980000,Севастополь
66.6,20300000,Москва
59.5,4100000,"Краснодарский край, Новороссийск"
39.0,3050000,"Воронежская область, Воронеж"
47.1,1033000,"Республика Мордовия, Чамзинский р-н, пос. городского типа Чамзинка"
52.0,9750000,"Москва, Новомосковский административный округ, поселение Сосенское, пос. Коммунарка"
94.1,11000000,Санкт-Петербург
54.2,4500000,"Республика Крым, Симферополь"
45.5,3380000,"Владимирская область, Владимир"
62.0,1800000,"Ярославская область, Рыбинск"
25.3,1449000,"Самарская область, Самара"
49.0,2850000,"Астраханская область, Астрахань"
59.3,5650000,"Самарская область, Самара"
45.0,11300000,"Краснодарский край, Сочи"
39.0,5470000,Санкт-Петербург
49.0,3450000,"Воронежская область, Рамонский р-н, с. Ямное"
47.0,6100000,"Краснодарский край, Анапа"
30.0,4200000,"Республика Татарстан, Казань"
77.0,2000000,"Смоленская область, Десногорск"
50.3,14500000,Москва
90.0,8000000,"Ростовская область, Ростов-на-Дону"
37.7,3212000,"Московская область, Наро-Фоминский г.о., Апрелевка"
37.7,3212000,"Московская область, Наро-Фоминский г.о., Апрелевка"
47.0,6100000,"Краснодарский край, Анапа"
45.0,11300000,"Краснодарский край, Сочи"
30.0,4200000,"Республика Татарстан, Казань"
18.0,4300000,"Краснодарский край, Сочи"
52.0,2800000,"Краснодарский край, Краснодар"
30.0,600000,"Краснодарский край, Мостовский р-н, с. Шедок"
47.4,9906600,
22.5,4680501,
37.3,6881850,
77.0,2000000,"Смоленская область, Десногорск"
67.5,3000000,"Челябинская область, Копейск"
43.1,720000,"Архангельская область, Коношский р-н, муниципальное образование Коношское, рабочий пос. Коноша"
60.5,7229750,
54.3,6488300,
36.9,5300000,
36.9,2500000,"Тюменская область, Нижневартовск"
40.0,2900000,"Ставропольский край, Пятигорск"
52.5,3450000,"Кемеровская область, Новокузнецкий г.о., Новокузнецк"
31.0,750000,"Нижегородская область, Кулебаки"
64.0,2300000,"Кемеровская область, Беловский г.о., Белово"
39.1,3500000,"Свердловская область, Берёзовский г.о., Берёзовский"
46.0,800000,"Краснодарский край, Староминский р-н, станица Староминская"
41.6,1000000,"Мурманская область, Кандалакшский р-н, городское поселение Кандалакша, Кандалакша"
48.0,3499000,"Ростовская область, Ростов-на-Дону"
37.8,2600000,"Калужская область, Калуга"
43.2,2600000,"Владимирская область, Владимир"
37.0,5390000,"Республика Татарстан, Казань"
27.0,700000,"Владимирская область, Вязниковский р-н, муниципальное образование Город Вязники, Вязники"
120.0,75000000,"Республика Крым, Ялта"
54.0,10350000,Москва
40.0,4190000,"Ростовская область, Ростов-на-Дону"
65.6,4250000,"Липецкая область, Липецк"
71.3,5400000,"Чеченская Республика, Грозный"
65.0,3850000,"Республика Калмыкия, Элиста"
50.0,6999999,"Москва, Троицкий административный округ, поселение Первомайское, пос. Птичное"
39.7,3350000,"Тюменская область, Тюмень"
38.1,3100000,"Тюменская область, Нижневартовск"
44.4,14890000,Москва
52.0,4200000,"Ленинградская область, Мурино"
88.0,8700000,"Республика Татарстан, Казань"
58.2,4500000,"Новосибирская область, Бердск"
48.8,4200000,"Тюменская область, Тюмень"
49.5,3570000,"Калужская область, Калуга"
58.2,5820000,"Калининградская область, Светлогорск"
63.0,2080000,"Самарская область, Тольятти"
38.0,15900000,Москва
22.0,3190000,"Республика Татарстан, Казань"
65.0,3200000,"Челябинская область, Челябинск"
20.0,2600000,"Краснодарский край, Сочи"
50.0,6600000,"Республика Татарстан, Казань"
46.0,3550000,"Ставропольский край, Ставрополь"
52.0,9850000,Санкт-Петербург
46.0,4895000,"Амурская область, Благовещенск"
64.5,3840000,"Хабаровский край, Комсомольск-на-Амуре"
41.0,3999999,"Краснодарский край, Новороссийск"
46.0,4895000,"Амурская область, Благовещенск"
52.0,9850000,Санкт-Петербург
41.0,3999999,"Краснодарский край, Новороссийск"
35.5,1900000,"Тульская область, Тула"
64.5,3840000,"Хабаровский край, Комсомольск-на-Амуре"
54.2,4600000,"Республика Хакасия, Абакан"
35.0,3100000,"Новосибирская область, Новосибирск"
22.0,5368000,
44.2,4053520,
44.9,25772600,
33.0,2150000,"Краснодарский край, Горячий Ключ"
64.2,5500000,Севастополь
67.0,4150000,"Чувашская Республика, Чебоксары"
67.6,10686641,
106.5,18376718,
33.9,6535920,
91.2,13200000,Санкт-Петербург
55.5,8952000,"Московская область, Новоивановское"
71.0,4300000,"Республика Татарстан, Альметьевский р-н, муниципальное образование Город Альметьевск, Альметьевск"
95.0,9500000,"Свердловская область, Екатеринбург"
33.0,3800000,"Нижегородская область, Нижний Новгород"
40.5,2160000,"Свердловская область, Нижний Тагил"
51.4,4000000,"Белгородская область, Белгород"
56.7,3870000,"Республика Татарстан, Казань"
40.3,2500000,"Тульская область, Щёкинский р-н, рабочий пос. Первомайский"
46.6,1350000,"Республика Башкортостан, Салават"
44.0,1629000,"Свердловская область, Нижний Тагил"
128.0,13800000,"Чеченская Республика, Грозный"
29.1,1000200,"Калининградская область, Гусевский г.о., Гусев"
84.0,6500000,"Республика Крым, Саки"
56.0,3400000,"Архангельская область, Архангельск"
92.4,17750000,Санкт-Петербург
42.0,3100000,"Ростовская область, Ростов-на-Дону"
32.0,1999000,"Кировская область, Киров"
30.0,950000,"Самарская область, Похвистнево"
28.0,895000,"Чувашская Республика, Чебоксары"
80.0,10700000,"Ленинградская область, Сосновоборский г.о., Сосновый Бор"
120.0,40000000,"Краснодарский край, Сочи"
36.0,7000000,"Краснодарский край, Сочи"
65.2,16000000,"Краснодарский край, Сочи"
28.7,1460000,"Чувашская Республика, Комсомольский р-н, Комсомольское сельское поселение, с. Комсомольское"
70.0,3800000,"Карачаево-Черкесская Республика, Черкесск"
61.3,7000000,"Московская область, г.о. Пушкинский, Пушкино"
72.4,12580000,Санкт-Петербург
37.0,2850000,"Ставропольский край, Ставрополь"
46.0,1939000,"Липецкая область, Липецк"
50.0,1800000,"Ставропольский край, Шпаковский муниципальный округ, Михайловск"
70.0,3650000,"Республика Дагестан, Махачкала"
38.4,1650000,"Тюменская область, Лангепас"
48.3,7958000,Санкт-Петербург
65.1,2800000,"Краснодарский край, Краснодар"
64.0,3700000,"Ставропольский край, Ставрополь"
41.2,7450000,"Московская область, Ленинский г.о., рабочий пос. Боброво"
66.0,1750000,"Краснодарский край, Мостовский р-н, пос. городского типа Мостовской"
63.5,14000000,"Московская область, Ленинский г.о., рабочий пос. Бутово"
50.0,2850000,"Кабардино-Балкарская Республика, Нальчик"
43.5,3490000,"Забайкальский край, Чита"
64.0,3700000,"Ставропольский край, Ставрополь"
33.0,1650002,"Кабардино-Балкарская Республика, Нальчик"
50.0,1800000,"Ставропольский край, Шпаковский муниципальный округ, Михайловск"
41.2,7450000,"Московская область, Ленинский г.о., рабочий пос. Боброво"
27.0,6500000,"Краснодарский край, Сочи"
45.0,2080000,"Республика Башкортостан, Стерлитамак"
39.3,9278730,
59.7,15271260,
102.6,17098898,
23.0,800000,"Тюменская область, Советский р-н, Советский"
32.0,900000,"Воронежская область, Воронеж"
64.0,450000,"Костромская область, Шарьинский р-н, пос. Зебляки"
35.1,15084225,
24.0,4292905,
67.0,8308000,
100.0,7500000,"Ростовская область, Ростов-на-Дону"
44.5,1100000,"Смоленская область, Смоленск"
36.6,6250000,Санкт-Петербург
54.0,6380000,"Тюменская область, Тюмень"
30.0,730000,"Пензенская область, Пенза"
48.1,7990000,"Московская область, Одинцовский г.о., Одинцово"
66.3,980000,"Ростовская область, Шахты"
52.0,1800000,"Тюменская область, Тобольск"
37.0,2990000,"Краснодарский край, Сочи"
48.0,4900000,"Ростовская область, Ростов-на-Дону"
44.0,2700000,"Пермский край, Пермь"
104.7,5150000,"Краснодарский край, Ейский р-н, Ейское городское поселение, Ейск"
30.0,3700000,"Тюменская область, Тюмень"
62.5,2150000,"Республика Башкортостан, Салават"
45.3,2000000,"Архангельская область, Мирный"
235.0,74500000,Санкт-Петербург
44.0,3499000,"Свердловская область, Екатеринбург"
42.1,3800000,"Краснодарский край, Краснодар"
59.4,3400000,"Республика Татарстан, Набережные Челны"
46.0,1950000,"Республика Мордовия, Саранск"
58.1,4900000,"Московская область, Щёлково"
39.0,1100000,"Астраханская область, Лиманский р-н, рабочий пос. Лиман"
56.0,3750000,"Республика Дагестан, Махачкала"
42.1,2600000,"Белгородская область, Белгород"
44.0,1200000,"Ставропольский край, Невинномысск"
43.0,1230000,"Свердловская область, Новоуральский г.о., Новоуральск"
160.0,63000000,"Краснодарский край, Сочи"
27.4,850000,"Свердловская область, Нижний Тагил"
26.0,3700000,"Краснодарский край, Новороссийск"
52.0,5800000,"Краснодарский край, Краснодар"
82.0,2500000,"Саратовская область, Энгельсский р-н, Энгельс"
35.0,1900000,"Алтайский край, Барнаул"
52.1,11000000,Москва
45.0,799000,"Мурманская область, Печенгский муниципальный округ, пос. городского типа Никель"
54.0,4950000,"Самарская область, Самара"
56.0,4250000,"Ростовская область, Ростов-на-Дону"
20.9,1066030,"Ростовская область, Ростов-на-Дону"
35.7,2000000,"Ростовская область, Батайск"
70.0,4650000,"Саратовская область, Саратов"
32.0,4950000,Севастополь
35.0,1900000,"Алтайский край, Барнаул"
62.5,2150000,"Республика Башкортостан, Салават"
33.9,5650000,"Московская область, Химки"
42.0,1500000,"Красноярский край, Канск"
20.9,1066030,"Ростовская область, Ростов-на-Дону"
70.0,3550000,"Ивановская область, Иваново"
70.0,4650000,"Саратовская область, Саратов"
42.0,7682071,
42.0,10399200,
42.9,2800000,
68.0,5600000,"Республика Крым, г.о. Ялта, пос. городского типа Кореиз"
40.0,10000000,"Краснодарский край, Сочи"
31.0,5400000,Санкт-Петербург
43.6,21146000,
33.8,4127340,
77.0,6800000,
38.1,1919900,"Ставропольский край, Ставрополь"
35.2,7900000,"Московская область, Красногорск"
47.0,1100000,"Республика Дагестан, г.о. Махачкала, пос. городского типа Семендер"
74.0,350000,"Воронежская область, Воронцовка"
45.0,799000,"Мурманская область, Печенгский муниципальный округ, пос. городского типа Никель"
36.0,2000000,"Краснодарский край, Краснодар"
27.4,850000,"Свердловская область, Нижний Тагил"
55.0,1690000,"Свердловская область, г.о. Верхняя Пышма, пос. Исеть"
56.2,8900000,"Московская область, Котельники"
65.0,3400000,"Республика Дагестан, Махачкала"
60.5,4800000,"Республика Татарстан, Набережные Челны"
36.5,4950000,"Московская область, г.о. Мытищи, пос. Мебельной Фабрики"
50.0,2400000,"Свердловская область, Нижний Тагил"
30.3,3500000,"Республика Крым, г.о. Симферополь, пос. городского типа Грэсовский"
42.0,1850000,"Республика Башкортостан, Нефтекамск"
35.4,1850000,"Пермский край, Березники"
66.0,2200000,"Республика Дагестан, Каспийск"
34.3,2300000,"Республика Карелия, Петрозаводский г.о., Петрозаводск"
43.0,3144570,"Ростовская область, Ростов-на-Дону"
38.0,4300000,"Московская область, г.о. Лосино-Петровский, рабочий пос. Свердловский"
60.0,5100000,"Владимирская область, Владимир"
54.0,2050000,"Республика Дагестан, Каспийск"
67.0,3200000,"Владимирская область, Ковров"
36.0,1550000,"Республика Коми, г.о. Ухта, пос. городского типа Шудаяг"
27.9,2500000,"Ивановская область, Иваново"
72.0,5000000,"Республика Дагестан, Махачкала"
42.2,2350000,"Удмуртская Республика, Ижевск"
40.0,2900000,"Ставропольский край, Пятигорск"
30.3,2050000,"Удмуртская Республика, Ижевск"
30.3,1480000,"Удмуртская Республика, Глазов"
62.6,3400000,"Республика Башкортостан, Благовещенский р-н, Благовещенск"
60.0,3900000,"Ростовская область, Ростов-на-Дону"
45.0,1250000,"Тюменская область, Тобольск"
40.0,2800000,"Воронежская область, Воронеж"
60.8,7100000,"Московская область, Раменский г.о., Раменское"
60.0,3250000,"Ростовская область, Ростов-на-Дону"
89.3,4500000,"Ленинградская область, Волховский р-н, Сясьстройское городское поселение, Сясьстрой"
42.0,8700000,"Московская область, Одинцовский г.о., д. Раздоры"
43.0,3920000,"Амурская область, Благовещенск"
167.0,9900000,"Республика Крым, Феодосия"
22.4,3500000,Санкт-Петербург
40.1,4700000,Санкт-Петербург
40.0,2800000,"Воронежская область, Воронеж"
87.0,8500000,"Свердловская область, Екатеринбург"
45.0,5500000,"Краснодарский край, Краснодар"
62.6,3400000,"Республика Башкортостан, Благовещенский р-н, Благовещенск"
60.8,7100000,"Московская область, Раменский г.о., Раменское"
32.7,5160280,
57.6,13480740,
76.3,6743394,
25.0,6150000,"Краснодарский край, Сочи"
35.6,2750000,"Волгоградская область, Волгоград"
89.3,4500000,"Ленинградская область, Волховский р-н, Сясьстройское городское поселение, Сясьстрой"
46.0,6118000,
38.0,4729755,
46.5,6838440,
32.3,3550000,"Воронежская область, Воронеж"
37.0,2800000,"Краснодарский край, Краснодар"
48.0,2900000,"Липецкая область, Липецк"
81.3,9450000,"Республика Татарстан, Казань"
41.0,2300000,"Московская область, г.о. Шатура, пос. Шатурторф"
64.0,6650000,Севастополь
31.8,1700000,"Республика Башкортостан, Уфимский р-н, Булгаковский сельсовет, с. Булгаково"
85.2,7000000,"Тюменская область, Ханты-Мансийск"
24.7,2100000,"Новосибирская область, Бердск"
18.0,2550000,"Республика Татарстан, Казань"
48.0,5487000,"Республика Татарстан, Казань"
46.0,2600008,"Северная Осетия, Владикавказ"
106.0,7000000,"Краснодарский край, Краснодар"
35.0,1650000,"Ставропольский край, Шпаковский муниципальный округ, Михайловск"
37.0,2630000,"Пензенская область, Пенза"
42.0,2956000,"Краснодарский край, Краснодар"
75.0,19500000,Москва
24.5,1150000,"Республика Адыгея, Тахтамукайский р-н, аул Новая Адыгея"
60.0,4350000,"Оренбургская область, Оренбург"
35.0,2600000,"Ростовская область, Ростов-на-Дону"
52.4,500000,"Калужская область, Думиничский р-н, с. Брынь"
37.7,4700000,"Республика Татарстан, Казань"
156.0,16990000,"Ростовская область, Ростов-на-Дону"
50.3,6920000,Санкт-Петербург
31.6,4100000,"Московская область, Домодедово"
19.8,3300000,"Московская область, Новоивановское"
167.0,9900000,"Республика Крым, Феодосия"
44.9,4200000,"Московская область, Щёлково"
65.0,3850000,"Оренбургская область, Оренбург"
62.0,26000000,Москва
41.8,1490000,"Республика Башкортостан, Кумертау"
75.4,13559000,Санкт-Петербург
94.2,4550000,"Смоленская область, Смоленск"
65.0,3500000,"Краснодарский край, Краснодар"
277.6,220000000,Москва
14.5,3800000,Москва
54.0,2850000,"Республика Северная Осетия — Алания, Пригородный р-н, с. Октябрьское"
43.0,2400000,"Новосибирская область, Бердск"
33.0,1200000,"Ростовская область, Новочеркасск"
76.0,6300000,"Краснодарский край, Краснодар"
94.2,4550000,"Смоленская область, Смоленск"
43.0,2145000,"Краснодарский край, Краснодар"
54.0,2850000,"Республика Северная Осетия — Алания, Пригородный р-н, с. Октябрьское"
41.8,1490000,"Республика Башкортостан, Кумертау"
31.0,2770000,"Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево"
30.6,820000,"Челябинская область, Троицк"
43.0,2400000,"Новосибирская область, Бердск"
47.8,11840400,
34.0,11597410,
69.3,20997900,
14.5,3800000,Москва
