area_sqm,price,region
35.1,2800000,"Республика Татарстан, Казань"
52.3,9074050,Санкт-Петербург
22.0,4626790,
73.3,3811600,
39.3,9306520,
32.6,4633460,"Ленинградская область, Мурино"
28.0,3388000,"Ленинградская область, Мурино"
34.9,5027040,Санкт-Петербург
34.0,5368108,
45.0,2951000,
24.2,3600112,
36.8,6403200,Санкт-Петербург
30.5,4213140,"Ленинградская область, Мурино"
38.9,4993200,"Ленинградская область, Сертолово"
51.0,8350000,"Московская область, Видное"
58.6,8172200,"Московская область, Люберцы"
49.6,18067612,Москва
38.2,4620182,"Ленинградская область, Янино-1"
32.1,7939518,Москва
70.2,4400000,"Башкортостан, Уфа"
51.4,6168000,"Краснодарский край, Краснодар"
35.1,4908400,"Ленинградская область, Янино-1"
27.4,5070320,"Московская область, Люберцы"
51.4,6168000,"Краснодарский край, Краснодар"
56.6,4530000,"Волгоградская область, Волгоград"
78.1,10547550,"Татарстан, Казань"
33.2,3979200,"Ленинградская область, Бугры"
43.8,4875978,"Московская область, Домодедово"
69.9,4894400,"Башкортостан, Уфа"
60.0,4700000,"Саратовская область, Энгельс"
67.4,11786250,Москва
43.6,3575200,"Калининградская область, Калининград"
60.6,10854560,Санкт-Петербург
25.7,8716702,Москва
26.2,3526446,"Ленинградская область, Мурино"
31.4,4830980,"Ленинградская область, Мурино"
44.8,5871420,"Ленинградская область, Мурино"
44.6,3166600,"Калининградская область, Васильково"
52.9,1325000,"Республика Дагестан, Махачкала"
38.4,4858040,Санкт-Петербург
57.3,19491935,Москва
42.4,5700000,"Краснодарский край, Анапа"
42.4,4604532,Санкт-Петербург
111.0,42968610,Санкт-Петербург
57.4,3750000,"Ленинградская область, Романовка"
56.5,2994500,"Московская область, Звенигород"
69.5,9032400,"Республика Татарстан, Казань"
28.1,2700000,"Краснодарский край, Краснодар"
44.2,3315000,"Калининградская область, Калининград"
33.3,5860800,Санкт-Петербург
57.8,6644700,"Краснодарский край, Краснодар"
35.2,3900000,"Московская область, Красногорск"
57.8,6644700,"Краснодарский край, Краснодар"
30.3,1200000,"Владимирская область, Боголюбово"
54.8,6630800,Санкт-Петербург
72.0,11640000,Санкт-Петербург
38.0,6930000,Москва
47.3,10790000,Санкт-Петербург
70.8,30381734,
63.5,7885260,
41.5,5644000,
28.1,2107500,"Московская область, Звенигород"
28.0,3388000,"Ленинградская область, Мурино"
69.0,16900000,Москва
57.5,7166880,
64.4,4648958,
61.8,12908016,
55.0,9700000,Санкт-Петербург
26.0,4320000,Санкт-Петербург
34.6,15312444,Москва
41.2,3007600,"Калининградская область, Калининград"
75.3,6920000,"Московская область, Андреевка"
57.6,5480000,"Московская область, Андреевка"
35.9,4697660,"Ленинградская область, Мурино"
39.1,3519000,"Калининградская область, Калининград"
37.8,5100000,Санкт-Петербург
35.3,6969775,Санкт-Петербург
89.6,12090000,"Московская область, Видное"
61.3,7356000,"Краснодарский край, Краснодар"
25.4,3122970,"Ленинградская область, Мурино"
86.3,24575474,Москва
40.3,5358570,"Ленинградская область, Мурино"
24.5,1175000,"Самарская область, Самара"
62.0,10222392,Москва
40.7,5004870,"Ленинградская область, Мурино"
53.9,6468000,"Краснодарский край, Краснодар"
35.9,4911450,"Ленинградская область, Кудрово"
79.5,10829081,"Московская область, Кокошкино"
60.1,8467050,"Ленинградская область, Мурино"
41.0,5369690,"Ленинградская область, Мурино"
35.6,5050000,"Московская область, Мытищи"
75.1,5730000,"Республика Татарстан, Лаишевский р-н, с. Усады"
52.0,6862680,Санкт-Петербург
44.3,4075600,"Ленинградская область, Старая"
100.6,33614435,Москва
36.4,7039530,Санкт-Петербург
57.0,7356870,"Ленинградская область, Мурино"
40.7,5004870,"Ленинградская область, Мурино"
33.1,4303000,Санкт-Петербург
54.8,6467580,"Ленинградская область, Мурино"
47.1,3768000,"Калининградская область, Калининград"
74.3,6167382,"Татарстан, Казань"
24.8,3350070,Санкт-Петербург
63.1,8540614,Санкт-Петербург
17.0,899000,"Астраханская область, Астрахань"
37.7,5050460,Санкт-Петербург
28.0,5184000,Санкт-Петербург
80.0,6970000,"Калининградская область, Калининград"
28.0,5184000,Санкт-Петербург
48.1,5772000,"Краснодарский край, Краснодар"
33.3,6010650,Санкт-Петербург
81.6,9631160,Санкт-Петербург
21.2,7239989,Москва
41.4,6133998,Санкт-Петербург
35.3,6969775,
88.7,47986700,
66.6,34032600,
52.5,9213750,Санкт-Петербург
65.5,4580000,"Рязанская область, Рязань"
26.5,5500000,Москва
89.2,48257200,
57.0,7592400,
41.2,20888400,
66.0,8321940,Санкт-Петербург
56.5,2994500,"Московская область, Звенигород"
49.3,5916000,"Краснодарский край, Краснодар"
56.5,2994500,"Московская область, Звенигород"
51.0,5252000,"Московская область, Звенигород"
54.6,4895100,"Ленинградская область, Старая"
34.7,4452525,Санкт-Петербург
42.6,21395518,Москва
50.7,3903900,"Калининградская область, Калининград"
36.9,6365250,Санкт-Петербург
41.2,2925200,"Калининградская область, Васильково"
52.8,6626400,Санкт-Петербург
50.9,6539365,"Ленинградская область, Мурино"
53.0,4700000,"Астраханская область, Астрахань"
42.8,5697720,"Ленинградская область, Мурино"
36.4,1550000,"Ростовская область, Ростов-на-Дону"
35.0,5477500,Санкт-Петербург
44.5,3337500,"Калининградская область, Калининград"
34.3,20499133,Москва
56.2,19680061,Москва
61.9,7857490,Санкт-Петербург
33.7,4246200,Санкт-Петербург
34.7,4162800,"Ленинградская область, Бугры"
69.4,11928200,Москва
23.4,2700000,"Тюменская область, Тюмень"
110.8,17489480,Санкт-Петербург
37.7,5536458,"Ленинградская область, Бугры"
50.9,3150000,"Вологодская область, Вологда"
60.5,7198720,"Ленинградская область, Сертолово"
40.1,5750000,Санкт-Петербург
21.4,3204000,Санкт-Петербург
30.4,3591920,"Ленинградская область, Мурино"
61.0,7289500,Санкт-Петербург
43.0,5450000,"Краснодарский край, Краснодар"
70.9,11556700,Санкт-Петербург
50.8,7271390,"Московская область, Одинцово"
36.3,5722553,Санкт-Петербург
33.8,4353750,Санкт-Петербург
44.2,3600000,"Татарстан, Высокая Гора"
56.5,2994500,"Московская область, Звенигород"
37.6,6600000,Санкт-Петербург
56.5,2994500,"Московская область, Звенигород"
30.4,3591920,"Ленинградская область, Мурино"
53.0,1590000,"Республика Дагестан, Махачкала"
34.6,5406082,Санкт-Петербург
22.0,3800000,"Ленинградская область, Мурино"
46.6,3401800,"Калининградская область, Васильково"
22.0,4635670,
44.6,7868834,
25.0,3058800,
24.7,8548620,Москва
37.8,4926375,"Ленинградская область, Мурино"
25.4,3122970,"Ленинградская область, Мурино"
42.1,4514111,
39.3,9306520,
19.7,7919400,
33.3,6268687,"Московская область, Люберцы"
56.0,8153184,Санкт-Петербург
61.0,7289500,Санкт-Петербург
34.7,2850000,"Ростовская область, Ростов-на-Дону"
47.9,8669900,Санкт-Петербург
30.9,2900000,"Татарстан, Казань"
73.3,3811600,"Московская область, Звенигород"
28.7,3585000,"Ленинградская область, Бугры"
42.3,3087900,"Калининградская область, Васильково"
32.6,4494660,"Ленинградская область, Мурино"
35.0,4474880,"Ленинградская область, Гатчина"
33.9,4795314,"Московская область, Томилино"
84.7,7201200,"Ленинградская область, Малое Верево"
42.0,5700000,"Краснодарский край, Краснодар"
66.8,20113818,Москва
70.9,13754600,Санкт-Петербург
38.9,5809881,Санкт-Петербург
38.8,7407937,"Московская область, Одинцово"
37.1,4518909,"Ленинградская область, Янино-1"
87.4,6640000,"Калининградская область, Калининград"
72.3,8197686,"Московская область, Балашиха"
97.2,2425000,"Республика Дагестан, Махачкала"
36.3,5230080,"Краснодарский край, Краснодар"
40.1,3600000,"Башкортостан, Уфа"
35.5,4725490,"Ленинградская область, Мурино"
40.0,13900000,Москва
35.5,4725490,"Ленинградская область, Мурино"
36.5,5291050,"Краснодарский край, Краснодар"
55.0,20500000,Москва
21.3,2250000,"Ленинградская область, Мурино"
65.5,6879600,"Краснодарский край, Краснодар"
49.0,16000000,"Краснодарский край, Сочи"
34.7,4442880,Санкт-Петербург
52.4,9143800,Санкт-Петербург
38.7,5604250,"Краснодарский край, Краснодар"
80.6,5123000,"Ростовская область, Ростов-на-Дону"
36.6,5337760,"Краснодарский край, Краснодар"
39.6,5813850,"Краснодарский край, Краснодар"
37.9,3950000,"Краснодарский край, Краснодар"
43.0,9860179,"Московская область, Заречье"
39.7,5631720,"Краснодарский край, Краснодар"
36.6,5301200,"Краснодарский край, Краснодар"
38.6,5555520,"Краснодарский край, Краснодар"
35.5,5224380,"Краснодарский край, Краснодар"
37.6,5407200,"Краснодарский край, Краснодар"
65.5,6748560,"Краснодарский край, Краснодар"
27.6,2622000,"Калининградская область, Калининград"
77.9,37198413,
32.5,4250950,
63.0,9962000,
57.5,13225000,Санкт-Петербург
20.3,3948350,Санкт-Петербург
25.5,1693660,"Кировская область, Киров"
58.2,5107632,
39.3,5973600,
34.7,5534650,
67.0,17500000,Москва
60.1,2616000,"Вологодская область, Вологда"
36.6,5337760,"Краснодарский край, Краснодар"
58.4,8240040,"Ленинградская область, Мурино"
52.5,7959783,"Московская область, Люберцы"
61.7,6354070,"Краснодарский край, Краснодар"
106.8,22503714,Москва
39.4,5667840,"Краснодарский край, Краснодар"
39.6,5813850,"Краснодарский край, Краснодар"
65.5,6675900,"Краснодарский край, Краснодар"
65.0,9450000,"Московская область, Видное"
65.1,6506000,"Краснодарский край, Краснодар"
34.0,4153308,Санкт-Петербург
61.1,8607205,Санкт-Петербург
36.6,5337760,"Краснодарский край, Краснодар"
38.7,5642900,"Краснодарский край, Краснодар"
35.5,5224380,"Краснодарский край, Краснодар"
21.1,6052453,Москва
28.8,2900000,Санкт-Петербург
36.3,5157440,"Краснодарский край, Краснодар"
44.1,10153993,Москва
40.3,5358570,"Ленинградская область, Мурино"
36.5,5254560,"Краснодарский край, Краснодар"
50.2,9419418,Москва
70.0,12054700,Санкт-Петербург
48.5,2950000,"Вологодская область, Вологда"
36.1,5237400,"Краснодарский край, Краснодар"
38.3,5631570,"Краснодарский край, Краснодар"
36.0,4568190,Санкт-Петербург
41.2,6946320,"Московская область, Одинцово"
35.8,5116540,"Краснодарский край, Краснодар"
39.4,5667840,"Краснодарский край, Краснодар"
38.6,5594100,"Краснодарский край, Краснодар"
65.1,6636120,"Краснодарский край, Краснодар"
35.6,5245191,Санкт-Петербург
51.4,6052348,Санкт-Петербург
60.1,6311550,"Краснодарский край, Краснодар"
45.9,20818897,Москва
71.0,14314000,Санкт-Петербург
62.2,6286240,"Краснодарский край, Краснодар"
71.0,14314000,Санкт-Петербург
28.3,3639636,"Ленинградская область, Мурино"
62.7,6461190,"Краснодарский край, Краснодар"
32.0,4432000,Санкт-Петербург
65.5,6748560,"Краснодарский край, Краснодар"
53.2,13300000,Санкт-Петербург
40.0,5325320,"Ленинградская область, Мурино"
20.8,3868800,
23.3,4725240,
47.2,4106400,
50.0,1100000,"Республика Дагестан, Махачкала"
38.4,5484050,"Краснодарский край, Краснодар"
38.7,5604250,"Краснодарский край, Краснодар"
42.3,5668200,
43.0,4343000,
39.4,4860960,
38.7,4465980,Санкт-Петербург
31.8,6301892,"Московская область, Кокошкино"
103.0,34082620,Москва
35.9,4312800,"Ленинградская область, Бугры"
63.0,3800000,"Московская область, Щёлково"
38.0,7470000,Москва
25.3,3367560,"Ленинградская область, Мурино"
53.9,6468000,"Краснодарский край, Краснодар"
61.8,7416000,"Краснодарский край, Краснодар"
64.2,12390600,Санкт-Петербург
39.5,5452380,"Ленинградская область, Мурино"
65.1,7615530,"Московская область, Балашиха"
67.8,18213888,Москва
53.2,3933840,"Башкортостан, Уфа"
29.6,3693750,"Ленинградская область, Бугры"
38.7,5642900,"Краснодарский край, Краснодар"
25.0,3304130,"Ленинградская область, Кудрово"
85.0,13500000,Санкт-Петербург
56.4,9559800,Санкт-Петербург
44.1,3572100,"Калининградская область, Калининград"
42.2,2490000,"Вологодская область, Вологда"
45.0,5500000,"Крым, Севастополь"
33.8,2250000,"Владимирская область, Владимир"
80.0,7205000,"Московская область, Андреевка"
35.2,3872000,"Краснодарский край, Краснодар"
40.9,6138000,Санкт-Петербург
39.6,5813850,"Краснодарский край, Краснодар"
65.6,4067000,"Краснодарский край, Краснодар"
49.8,4926240,"Краснодарский край, Краснодар"
64.5,6638350,"Краснодарский край, Краснодар"
50.0,750000,"Ивановская область, Каменка"
30.4,13504312,Москва
23.5,3001600,"Ленинградская область, Мурино"
24.7,8701450,Москва
52.0,6862680,Санкт-Петербург
60.3,6334650,"Краснодарский край, Краснодар"
25.6,3100020,"Ленинградская область, Мурино"
36.3,5193760,"Краснодарский край, Краснодар"
55.8,8509500,Санкт-Петербург
25.0,4050000,"Московская область, Развилка"
24.7,8701450,Москва
79.0,14654527,Москва
45.6,8775706,Санкт-Петербург
65.5,6879600,"Краснодарский край, Краснодар"
27.0,1805000,"Ленинградская область, Романовка"
34.6,5985800,Санкт-Петербург
22.4,4785040,Санкт-Петербург
37.0,9170060,
101.6,6490000,
43.0,4343000,
24.0,1800000,"Московская область, Звенигород"
87.5,24797500,Москва
20.6,3151800,Санкт-Петербург
34.8,4533430,
26.4,7802560,
23.4,4342250,
43.0,9481219,"Московская область, Заречье"
66.0,1850000,"Республика Дагестан, Махачкала"
60.3,6274320,"Краснодарский край, Краснодар"
64.4,12880000,Санкт-Петербург
40.5,4200000,"Свердловская область, Екатеринбург"
62.7,6586650,"Краснодарский край, Краснодар"
21.7,3244150,Санкт-Петербург
64.6,6714240,"Краснодарский край, Краснодар"
45.0,8167500,Санкт-Петербург
39.1,5631840,"Краснодарский край, Краснодар"
41.2,1930000,"Волгоградская область, Волгоград"
26.0,4093065,Санкт-Петербург
42.7,6127176,Санкт-Петербург
36.8,7804439,"Московская область, Заречье"
57.4,6012921,"Московская область, Домодедово"
32.4,4438800,Санкт-Петербург
60.3,6334650,"Краснодарский край, Краснодар"
36.6,4124820,Санкт-Петербург
65.5,6675900,"Краснодарский край, Краснодар"
36.6,5337760,"Краснодарский край, Краснодар"
27.2,6999511,Москва
28.0,1460000,"Краснодарский край, Южный"
57.6,8200000,"Ленинградская область, Кудрово"
66.5,6919120,"Краснодарский край, Краснодар"
60.1,6186180,"Краснодарский край, Краснодар"
70.9,11556700,Санкт-Петербург
32.5,4250950,Санкт-Петербург
57.9,9727200,Санкт-Петербург
32.4,4455000,Санкт-Петербург
64.1,6533100,"Краснодарский край, Краснодар"
38.6,5594100,"Краснодарский край, Краснодар"
25.9,3443370,"Ленинградская область, Мурино"
51.8,6660155,"Ленинградская область, Мурино"
38.6,5594100,"Краснодарский край, Краснодар"
33.2,4299400,Санкт-Петербург
38.0,14847492,Москва
70.0,18900000,Москва
38.1,5593671,"Ленинградская область, Бугры"
35.5,5224380,"Краснодарский край, Краснодар"
60.3,6274320,"Краснодарский край, Краснодар"
60.3,6274320,"Краснодарский край, Краснодар"
36.1,5201280,"Краснодарский край, Краснодар"
24.8,3700000,"Московская область, Новоивановское"
38.0,14847492,Москва
35.2,6688000,Санкт-Петербург
38.1,4600000,"Московская область, Красногорск"
38.1,5593671,"Ленинградская область, Бугры"
45.7,6830850,
37.6,2474738,
41.0,5935131,
38.6,5555520,"Краснодарский край, Краснодар"
61.8,6362310,"Краснодарский край, Краснодар"
34.8,4471800,Санкт-Петербург
34.0,4581949,
49.0,6448400,
67.2,12531149,
60.6,25500000,"Краснодарский край, Сочи"
29.8,3667860,"Ленинградская область, Мурино"
37.5,4598860,Санкт-Петербург
21.4,4140900,Санкт-Петербург
46.3,6152580,"Ленинградская область, Мурино"
49.5,6681150,"Ленинградская область, Бугры"
30.0,5700000,Санкт-Петербург
35.5,4725490,"Ленинградская область, Мурино"
39.8,4879779,"Ленинградская область, Мурино"
44.0,3608000,"Калининградская область, Калининград"
60.1,6186180,"Краснодарский край, Краснодар"
36.3,5193760,"Краснодарский край, Краснодар"
50.5,5050000,"Краснодарский край, Краснодар"
32.0,4404737,"Ленинградская область, Кудрово"
91.0,11127573,"Краснодарский край, Краснодар"
31.6,4130120,"Ленинградская область, Мурино"
31.3,4131600,Санкт-Петербург
44.2,4053520,"Ленинградская область, Старая"
42.4,4583352,Санкт-Петербург
36.9,5239800,"Краснодарский край, Краснодар"
57.0,12412422,Санкт-Петербург
60.5,10350752,Москва
36.5,5291050,"Краснодарский край, Краснодар"
27.8,4315200,"Ленинградская область, Мурино"
36.9,4423016,Санкт-Петербург
60.3,6394980,"Краснодарский край, Краснодар"
87.0,6760000,"Тюменская область, Тюмень"
38.7,5642900,"Краснодарский край, Краснодар"
44.7,5429600,"Ленинградская область, Сертолово"
78.0,2964002,"Республика Дагестан, Махачкала"
40.3,5355910,"Ленинградская область, Мурино"
50.6,6021400,"Калининградская область, Светлогорск"
44.0,3520000,"Калининградская область, Калининград"
55.4,8345910,"Московская область, Люберцы"
73.1,10500000,Санкт-Петербург
51.8,5179000,"Краснодарский край, Краснодар"
24.0,2800000,"Адыгея, Яблоновский"
36.6,5374320,"Краснодарский край, Краснодар"
39.8,5614620,"Краснодарский край, Краснодар"
34.9,5027040,Санкт-Петербург
36.6,5337760,"Краснодарский край, Краснодар"
40.0,4638840,"Ленинградская область, Мурино"
39.2,6483680,"Московская область, Одинцово"
111.0,12817900,"Республика Татарстан, Казань"
34.9,5027040,Санкт-Петербург
35.5,5188840,"Краснодарский край, Краснодар"
87.0,6760000,"Тюменская область, Тюмень"
58.7,12529242,
54.6,9808817,
35.0,5132363,
54.0,6299466,Санкт-Петербург
62.7,6649380,"Краснодарский край, Краснодар"
67.1,12881280,Санкт-Петербург
44.9,6066900,
70.9,12622329,
28.0,3388000,
47.9,14804496,Москва
30.9,4063350,Санкт-Петербург
84.0,22120332,Москва
35.1,4398030,Санкт-Петербург
60.1,6251440,"Краснодарский край, Краснодар"
37.3,5332470,"Краснодарский край, Краснодар"
37.0,5944516,Санкт-Петербург
35.1,6458400,Санкт-Петербург
34.1,5524200,Санкт-Петербург
35.0,4100000,"Татарстан, Казань"
36.8,4818180,"Ленинградская область, Мурино"
59.8,6034750,"Краснодарский край, Краснодар"
31.9,4490000,Санкт-Петербург
37.6,4503750,"Калининградская область, Зеленоградск"
39.2,5567820,"Краснодарский край, Краснодар"
53.1,9212850,Санкт-Петербург
49.3,7192314,"Ленинградская область, Бугры"
71.3,5117100,"Татарстан, Набережные Челны"
29.5,3683750,"Ленинградская область, Бугры"
51.8,5023630,"Краснодарский край, Краснодар"
32.8,4231200,Санкт-Петербург
36.1,4122620,Санкт-Петербург
69.4,6219000,"Ленинградская область, Старая"
60.1,6186180,"Краснодарский край, Краснодар"
38.3,5554950,"Краснодарский край, Краснодар"
70.2,4350000,"Свердловская область, Верхняя Пышма"
55.5,4930000,"Тюменская область, Тюмень"
80.0,9461347,"Московская область, Люберцы"
57.4,8493720,Санкт-Петербург
81.5,10306270,"Краснодарский край, Краснодар"
41.2,4968000,"Ленинградская область, Аннино"
65.5,6814080,"Краснодарский край, Краснодар"
67.7,4130690,"Татарстан, Набережные Челны"
70.5,7885593,Санкт-Петербург
64.6,6843360,"Краснодарский край, Краснодар"
63.7,8918000,"Краснодарский край, Краснодар"
51.8,5127210,"Краснодарский край, Краснодар"
30.5,3755190,"Ленинградская область, Мурино"
44.4,6750000,"Краснодарский край, Анапа"
42.3,5668200,Санкт-Петербург
42.3,5668200,Санкт-Петербург
64.6,6778800,"Краснодарский край, Краснодар"
33.0,4087048,Санкт-Петербург
79.8,9545436,"Московская область, Люберцы"
44.1,9040500,Санкт-Петербург
26.0,4236480,Санкт-Петербург
22.8,3142260,"Ленинградская область, Мурино"
41.5,4797000,
87.7,19557100,
36.5,8891400,
51.8,5023630,"Краснодарский край, Краснодар"
37.3,6788600,Санкт-Петербург
37.6,5094800,Санкт-Петербург
46.2,10117800,
20.8,3114085,
40.0,3866800,
76.9,5613700,"Краснодарский край, Краснодар"
48.4,4770000,"Московская область, Андреевка"
31.7,4687160,"Ленинградская область, Мурино"
54.9,7645565,Санкт-Петербург
33.1,16176253,Москва
35.2,3766400,"Краснодарский край, Краснодар"
64.6,6714240,"Краснодарский край, Краснодар"
27.0,3120000,"Краснодарский край, Сочи"
49.8,4976000,"Краснодарский край, Краснодар"
36.0,2157000,"Ростовская область, Ростов-на-Дону"
32.7,5018458,"Московская область, Видное"
51.8,5127210,"Краснодарский край, Краснодар"
20.3,3938200,Санкт-Петербург
41.3,6880421,"Московская область, Люберцы"
49.8,4976000,"Краснодарский край, Краснодар"
139.6,21300000,"Тюменская область, Тюмень"
32.0,4164312,"Ленинградская область, Мурино"
55.7,6207305,"Ленинградская область, Янино-1"
70.0,7800000,"Республика Татарстан, Казань"
50.5,4898500,"Краснодарский край, Краснодар"
33.9,7753016,Санкт-Петербург
50.5,4999500,"Краснодарский край, Краснодар"
60.3,6394980,"Краснодарский край, Краснодар"
54.6,4895100,"Ленинградская область, Старая"
53.8,9280500,Санкт-Петербург
62.7,6586650,"Краснодарский край, Краснодар"
81.0,13203000,Москва
26.0,3554186,Санкт-Петербург
36.3,4752680,"Ленинградская область, Мурино"
75.8,7349690,"Краснодарский край, Краснодар"
48.0,8650800,Санкт-Петербург
50.7,6210750,Санкт-Петербург
45.8,6417600,"Краснодарский край, Краснодар"
38.5,5646483,"Ленинградская область, Бугры"
33.0,3624500,"Краснодарский край, Краснодар"
25.6,4400000,Санкт-Петербург
35.2,3836800,"Краснодарский край, Краснодар"
83.2,31232922,Москва
55.5,8329200,"Московская область, Люберцы"
79.7,4000000,"Республика Дагестан, Каспийск"
37.3,5295180,"Краснодарский край, Краснодар"
83.2,31232922,Москва
48.0,3400000,"Ростовская область, Ростов-на-Дону"
36.3,4200000,"Татарстан, Казань"
51.3,6361200,"Калининградская область, Светлогорск"
21.3,3315000,"Ленинградская область, Мурино"
50.5,4898500,"Краснодарский край, Краснодар"
65.1,7568568,
54.9,5872160,
23.0,3973463,
55.7,4730675,"Ленинградская область, Малое Верево"
36.3,2763191,"Ростовская область, Ростов-на-Дону"
24.4,5900023,Санкт-Петербург
56.5,6184913,
36.0,10436400,
26.9,3846700,
33.9,4148418,"Ленинградская область, Янино-1"
54.7,12174719,Москва
42.0,14500000,"Краснодарский край, Сочи"
62.0,6851000,"Ленинградская область, Аннино"
38.0,6365000,Санкт-Петербург
57.0,6435350,"Ленинградская область, Мурино"
35.2,3836800,"Краснодарский край, Краснодар"
44.7,4984050,"Московская область, Домодедово"
38.0,8901000,Санкт-Петербург
37.3,6788600,Санкт-Петербург
20.6,3975800,Санкт-Петербург
49.8,4976000,"Краснодарский край, Краснодар"
36.0,4857300,"Ленинградская область, Кудрово"
54.7,9189600,Санкт-Петербург
51.4,6168000,"Краснодарский край, Краснодар"
42.5,2965000,"Ростовская область, Ростов-на-Дону"
46.5,10499788,"Московская область, Заречье"
41.0,3950000,"Краснодарский край, Краснодар"
41.0,6383700,Санкт-Петербург
78.0,7286400,"Ленинградская область, Янино-1"
28.2,2750000,"Адыгея, Яблоновский"
58.6,9220542,"Московская область, Люберцы"
55.1,5890350,"Ленинградская область, Бугры"
41.2,4315000,"Московская область, Андреевка"
53.0,6780000,"Московская область, Пушкино"
42.7,5294800,Санкт-Петербург
40.2,6817460,"Московская область, Люберцы"
38.0,3800000,"Краснодарский край, Краснодар"
47.2,8630465,"Московская область, Люберцы"
49.8,4926240,"Краснодарский край, Краснодар"
35.3,7730325,Санкт-Петербург
34.6,5416465,Санкт-Петербург
41.0,5660760,"Ленинградская область, Мурино"
21.3,3315000,"Ленинградская область, Мурино"
33.0,4197576,"Ленинградская область, Мурино"
25.4,3122970,"Ленинградская область, Мурино"
71.2,9203574,"Ленинградская область, Янино-1"
34.7,17792191,Москва
34.0,4058262,"Ленинградская область, Янино-1"
29.0,3290000,"Краснодарский край, Краснодар"
34.7,17792191,Москва
38.1,5124450,Санкт-Петербург
49.5,7217100,"Ленинградская область, Бугры"
43.9,4200000,"Краснодарский край, Краснодар"
51.4,6168000,"Краснодарский край, Краснодар"
51.8,5179000,"Краснодарский край, Краснодар"
49.8,4926240,"Краснодарский край, Краснодар"
39.5,4676010,
39.1,9137235,
29.9,4341300,
110.0,36500000,"Краснодарский край, Сочи"
65.7,8577765,"Ленинградская область, Бугры"
21.8,3259100,Санкт-Петербург
27.0,3671140,
83.8,9360460,
26.0,3738887,
58.0,12975600,Санкт-Петербург
69.6,6960000,"Калининградская область, Калининград"
120.0,3110000,"Северная Осетия, Владикавказ"
37.1,8868517,"Московская область, Заречье"
52.7,21740485,Москва
27.8,1630000,"Вологодская область, Вологда"
69.7,7248800,"Калининградская область, Светлогорск"
31.0,5200000,Санкт-Петербург
53.8,7200000,Санкт-Петербург
25.9,3443370,"Ленинградская область, Мурино"
34.0,3780000,"Татарстан, Казань"
53.6,6478560,"Ленинградская область, Сертолово"
93.7,5338830,"Татарстан, Набережные Челны"
36.6,5165096,"Ленинградская область, Янино-1"
167.5,18580000,"Московская область, Видное"
37.3,6751300,Санкт-Петербург
62.7,6523920,"Краснодарский край, Краснодар"
30.0,3200000,"Московская область, Красногорск"
79.0,26300000,Москва
101.4,3700000,"Саратовская область, Саратов"
21.3,2450000,"Ленинградская область, Мурино"
35.2,3766400,"Краснодарский край, Краснодар"
33.3,5894100,Санкт-Петербург
35.6,4650129,Санкт-Петербург
78.3,31284590,Москва
68.0,1768000,"Кабардино-Балкарская Республика, Нальчик"
75.8,7348720,"Краснодарский край, Краснодар"
49.8,4926240,"Краснодарский край, Краснодар"
24.5,6648645,"Московская область, Заречье"
27.0,3799000,Санкт-Петербург
67.0,2747000,"Саратовская область, Саратов"
51.8,5179000,"Краснодарский край, Краснодар"
63.9,5652000,"Ленинградская область, Старая"
57.4,5984206,"Московская область, Домодедово"
39.8,5820720,Санкт-Петербург
55.0,3300000,"Саратовская область, Энгельс"
56.7,5384600,"Краснодарский край, Краснодар"
20.4,6104575,Москва
58.8,5293800,"Ленинградская область, Малое Верево"
62.0,5586300,"Краснодарский край, Краснодар"
20.4,6104575,Москва
58.8,5293800,"Ленинградская область, Малое Верево"
25.6,3444279,"Ленинградская область, Мурино"
46.0,6205950,"Ленинградская область, Бугры"
37.7,4697385,"Ленинградская область, Мурино"
56.8,17600000,Москва
99.3,12499999,"Татарстан, Казань"
52.1,16823090,
33.0,2750000,
43.6,5036000,
64.1,6533100,"Краснодарский край, Краснодар"
44.4,3241200,"Калининградская область, Васильково"
54.3,7558560,Санкт-Петербург
34.0,5385128,
117.7,66147400,
70.0,14507592,
55.2,8191908,"Московская область, Люберцы"
33.8,4052400,"Ленинградская область, Бугры"
75.8,7349690,"Краснодарский край, Краснодар"
50.5,4999500,"Краснодарский край, Краснодар"
32.4,4622932,Санкт-Петербург
122.7,28499999,Санкт-Петербург
102.4,8704850,"Татарстан, Казань"
37.0,3316500,"Краснодарский край, Краснодар"
26.7,5942619,Санкт-Петербург
20.8,3858400,Санкт-Петербург
53.4,4218600,"Краснодарский край, Краснодар"
42.0,1990000,"Бурятия, Улан-Удэ"
18.3,6999999,"Краснодарский край, Сочи"
58.3,9590350,Санкт-Петербург
71.1,11518200,Санкт-Петербург
69.7,22649321,Москва
39.5,5724600,"Краснодарский край, Краснодар"
76.9,9300003,"Московская область, Люберцы"
34.7,4162800,"Ленинградская область, Бугры"
33.1,5842150,Санкт-Петербург
34.8,4940000,"Краснодарский край, Краснодар"
31.2,5200000,Санкт-Петербург
79.0,14220000,Санкт-Петербург
168.3,28000000,"Тюменская область, Тюмень"
34.0,4000000,"Татарстан, Казань"
75.9,7361330,"Краснодарский край, Краснодар"
33.5,2850050,"Ленинградская область, Малое Верево"
52.0,6361076,"Ленинградская область, Кудрово"
51.8,5127210,"Краснодарский край, Краснодар"
35.2,2989450,"Ленинградская область, Малое Верево"
42.7,5294800,Санкт-Петербург
